Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	set
Positive Regulation Of Myelination (GO:0031643)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	RNF10;EGR2;TENM4;PARD3;DICER1;TPPP	both
Positive Regulation Of Vascular Permeability (GO:0043117)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	TJP1;TGFB1;TRPV4;FGFBP3;TJP3;TJP2	both
Protein Polyglutamylation (GO:0018095)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	TTLL7;TTLL4;TTLL1;TTLL13;TPGS1;CFAP20	both
Purine Ribonucleoside Monophosphate Biosynthetic Process (GO:0009168)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	ATIC;GMPS;AMPD2;GART;PAICS;PFAS	both
Purine Ribonucleoside Monophosphate Metabolic Process (GO:0009167)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	GMPS;AK4;AMPD2;NT5C2;GART;PFAS	both
Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	FKBP1A;TMED10;ROCK1;ROCK2;FLOT2;ABCA7	both
Regulation Of Astrocyte Differentiation (GO:0048710)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	BMP2;IL6;CLCF1;ID2;NOG;HES1	both
Regulation Of Epithelial Cell Apoptotic Process (GO:1904035)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	PKHD1;YAP1;CARM1;NUPR1;TEK;ZFP36L1	both
Regulation Of Glycogen Metabolic Process (GO:0070873)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	PPP1R3C;PPP1R3E;PPP1R3D;RUBCNL;INPP5K;KHK	both
Regulation Of Keratinocyte Migration (GO:0051547)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	IQSEC1;PTEN;MAPRE2;MTOR;ARF6;MAP4K4	both
Regulation Of Microtubule-Based Movement (GO:0060632)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	IGBP1;CFAP298;LAMP1;MAP2;TTC21B;HDAC6	both
Regulation Of Phospholipase C Activity (GO:1900274)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	PDGFRA;FLT1;ABL2;BICD1;HRAS;FGFR1	both
Regulation Of Response To Oxidative Stress (GO:1902882)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	HEBP2;PINK1;MCTP1;AIFM2;MACROH2A1;NFE2L2	both
Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070302)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	MAP2K1;RNF13;GSTP1;MAPK1;TIRAP;MAPK3	both
Smooth Muscle Cell Differentiation (GO:0051145)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	MEF2C;HEY1;HEY2;GATA6;MRTFB;MRTFA	both
Sphingoid Metabolic Process (GO:0046519)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	SPHK2;NAAA;KDSR;PLPP3;PLPP1;SGPP1	both
Telomere Maintenance In Response To DNA Damage (GO:0043247)	6/11	0.360807832826378	0.797710567083225	0	0	1.48098804068403	1.50973369484207	DCLRE1B;MAD2L2;INSL6;RTEL1;SHLD2;SHLD1	both
Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101)	52/111	0.363427330302237	0.798284419861335	0	0	1.08800572778911	1.10125319700198	TGFB1I1;UBE2D3;ING1;SPRED3;SPRED2;ING2;SPRED1;RBPMS2;PMEPA1;CCN3;EMILIN1;PDPK1;NOG;IL17RD;SIRT1;SAP30;PPM1A;ADAM17;BRMS1;STRAP;PPARG;SINHCAF;PPARA;DLX1;HDAC2;LRP1;HDAC1;MTMR4;RBBP4;SNX25;SUDS3;RBBP7;SKIL;ZBTB7A;GPR155;BCL9L;SNX6;SMURF2;SMURF1;CAV1;CRIM1;VASN;FKBP1A;SKI;BMP2;BAMBI;BRMS1L;PIN1;SPRY2;OGT;TRIM33;HSPA1A	both
Cardiac Muscle Tissue Development (GO:0048738)	25/52	0.365000634556389	0.798284419861335	0	0	1.14288795964423	1.1518667010501	NOTCH2;BMPR2;MAML1;GATA6;NPPB;AKAP13;SGCD;HEY1;HEY2;POLR2D;TBX20;ANKRD1;MSX1;NDUFV2;KDM6B;SMAD4;PRMT1;NRG1;SIRT6;BMP7;SMAD5;BMP2;SIK1;ZFPM1;BMPR1A	both
Plasma Membrane Invagination (GO:0099024)	13/26	0.365044204439324	0.798284419861335	0	0	1.23422818791946	1.24377719502413	GSN;ITGB2;SNX33;AURKB;RHOA;ARHGAP12;GULP1;CDC42;SNX18;SH3BP1;SPIRE2;MYH9;DOCK1	both
Regulation Of Keratinocyte Differentiation (GO:0045616)	13/26	0.365044204439324	0.798284419861335	0	0	1.23422818791946	1.24377719502413	ERRFI1;MED1;NUMA1;ROCK1;ROCK2;NCOA3;NME2;MACROH2A1;ETV4;SGPP1;ZFP36L1;TRIM16;SRSF6	both
Regulation Of Myeloid Cell Differentiation (GO:0045637)	13/26	0.365044204439324	0.798284419861335	0	0	1.23422818791946	1.24377719502413	HSPA9;PRMT6;MEF2C;RBM15;PRMT1;CTR9;PEX2;PURB;CNOT4;MAFB;EIF6;LEO1;HOXA5	both
Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016)	13/26	0.365044204439324	0.798284419861335	0	0	1.23422818791946	1.24377719502413	ITGB1;YWHAE;CAB39;FHL1;NEDD4L;ATP1B3;WWP2;OXSR1;ATP1B1;DLG1;NEDD4;AKAP9;VAMP2	both
Regulation Of Ras Protein Signal Transduction (GO:0046578)	36/76	0.365060803298794	0.798284419861335	0	0	1.11094538521924	1.11949006044373	NOTCH2;KANK1;DENND1A;MAPKAP1;KIF14;ETFA;STK19;ARHGAP17;DENND3;EPS8;SYDE2;FLCN;SYDE1;SH3BP1;PDCD10;ARHGDIB;MFN2;RALGPS1;GIT2;DENND4B;DENND4A;DENND4C;DAB2IP;ARHGEF18;ARFGAP3;DYNLL1;KBTBD6;SGSM3;SPRY2;STAMBP;RAF1;KBTBD7;LZTR1;SQSTM1;OGT;ARF6	both
Positive Regulation Of Cell Differentiation (GO:0045597)	130/283	0.366679595487859	0.798284419861335	0	0	1.04911479873978	1.05254209843805	RIPOR2;MTCH2;SMARCB1;SYAP1;ACTB;RPS6KA3;KAT5;DPF1;RPS6KA1;CPNE1;CCN4;DPF3;CCN2;FBXO5;SOX9;SOX6;ARID2;HOXA5;SOX4;SOX5;ACVR1;MEF2C;SMARCC1;CTNNBIP1;SOX11;RUNX2;TIAM1;KCTD11;PRKD1;WDFY2;IL6ST;DLX1;ZC4H2;TWIST1;CREBL2;MACROH2A1;ZFP36L1;BLOC1S5;SDCBP;BRINP2;RAP1A;DHX36;APOB;ECT2;TRPM4;BCL9L;SMAD2;WWTR1;XBP1;AKIRIN1;SMAD4;SMAD3;TGFB1;PHF10;TGFB3;SUCO;PA2G4;SMARCA2;BMP7;PTK2;SMARCA4;XKR8;SLC6A6;BMP2;DAB2;IL6;RGCC;BAMBI;ID2;SNAI1;TCF4;TCF3;FERMT2;EZH2;BMPR1A;FGFR1;GSK3B;BTG1;BMPR2;HSP90AB1;TGFB1I1;LAMC1;PPP3CA;RBM4;GLIPR2;HIF1AN;ZHX3;MMD;ACTL6A;SIRT6;AXIN2;TENT5A;ARID1A;ARID1B;RHOA;TGFBR1;TGFBR2;CCNA2;GPRC5B;ZEB1;CREB1;PPARG;PLCB1;PPARD;YAP1;SMARCD1;SMARCD2;LAMA1;SRF;PTN;GDPD5;MAPK9;GPC1;NOCT;GCNT2;VHL;BRD7;ATOH1;BEND6;LAMB2;WNT7B;TMEM64;ACVR2B;ACVR2A;MAPK12;MTOR;NUDT21;REST;CARM1;TRIM32	both
RNA Transport (GO:0050658)	19/39	0.366875479868475	0.798284419861335	0	0	1.17255988359078	1.17576423227208	NUP214;SLBP;POM121;NUP155;YBX1;NOL3;CKAP5;SNUPN;ZFP36L1;TGFBR2;NXF2;DDX39B;TST;TPR;HNRNPA2B1;NUP98;RAE1;KPNB1;RTRAF	both
Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)	19/39	0.366875479868475	0.798284419861335	0	0	1.17255988359078	1.17576423227208	KANK1;DMTN;JAG1;CDKN2A;FZD7;TBCD;CASK;SEMA3E;AP1AR;ACTN4;CX3CL1;RHOA;CORO1C;ADAM15;RASA1;GCNT2;ITGB1BP1;NF2;MAP4K4	both
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889)	19/39	0.366875479868475	0.798284419861335	0	0	1.17255988359078	1.17576423227208	SCARB1;SREBF1;SLC27A1;LPGAT1;ELOVL5;MID1IP1;NR1H2;SIRT4;CREBL2;SORBS1;MTOR;RPTOR;KAT2B;CREB1;KAT5;MLST8;PPARA;LDLR;MFSD2A	both
Positive Regulation Of Gene Expression (GO:0010628)	219/480	0.367524630399396	0.798284419861335	0	0	1.0362172932311	1.03721718186528	ATF2;RPL5;APP;SMARCB1;TFRC;EIF4A3;SCX;RBPJ;SCAMP5;MYC;HABP4;VPS35;KAT7;LGALS9;SOX9;HOXA5;SOX4;MED1;MEF2C;METTL3;CIRBP;SOX11;PRKAB1;HCFC1;EREG;GUF1;RPL26;EZR;ATF4;PIK3R3;TWIST1;PIK3R1;HNRNPLL;HIF1A;FXR1;LARP1;FXR2;PDCD10;DHX36;ZBTB7B;EGR1;EIF2AK3;FN1;EIF2AK2;UPF3B;RAB27A;UPF3A;LARP4;SMARCA4;SETX;EIF6;FUBP3;ID2;AGO2;HNRNPD;ATM;CPEB3;CITED1;CITED2;PHF1;HILPDA;PRKAG1;NAT10;ASH2L;CTCF;BRCA1;SGF29;LARP1B;ROBO1;TRMT112;FOXD1;IFNGR1;SPHK2;PRMT1;NOG;MED26;MED23;KAT2B;PLSCR1;PPARG;CD46;TLR4;TLR3;PTGER4;YAP1;RPL11;RPS27L;RELA;METTL5;BRD7;IL33;YTHDF1;NPM1;GSN;YTHDF3;STAT3;HINFP;PDCL3;HSPA1B;HSPA1A;LIMS1;N6AMT1;PDCD5;TNC;PARK7;CLU;ETS1;CDH3;HMGN5;EP300;MEN1;OSR2;MAP2K1;TLE1;RPS7;DYRK1A;MITF;LARP4B;TICAM1;ERN1;MYCN;SMO;ERP29;PKP1;GLYR1;DNMT1;KMT2A;MAZ;PSEN1;PLD1;MACROH2A1;WNT6;DDRGK1;UBR5;MBIP;RIPK1;SMAD3;TGFB1;PCIF1;PYM1;HMGA2;MSN;INHBA;EEF2;BMP7;BMP2;IL6;RGCC;BCL3;TADA3;FGF18;PLXNB2;ZCCHC4;OGT;MYD88;NFE2L2;BMPR1A;GSK3B;CALCOCO1;GSK3A;BMPR2;CELF1;PIK3CD;DPY30;PTPN22;PIK3CB;TENT4A;ELAVL1;TENT4B;METTL14;VPS72;DNMT3B;WDR5;ITGB8;EMILIN1;OXSR1;ARID1A;TENT5B;ARID1B;ADRA2A;TGFBR1;FGR;GAPDH;RBM22;RBMS3;SMARCD1;PRKAA1;SLC24A3;ROCK1;HDAC1;ROCK2;WBP2;POLDIP3;AGPAT2;PPM1F;MAPK9;MAPK8;POLR2A;U2AF2;ERBB2;E2F1;SSB;ANGPT1;EGF;USP21;DTNBP1;KLF4;MTOR;SOD1;RPS6KB1;SPRY2;EIF3E;FAM98B;KRAS;FAM98A;VIM;EIF3C;EIF3D;ZPR1	both
Positive Regulation Of Multicellular Organismal Process (GO:0051240)	177/387	0.367696991699402	0.798284419861335	0	0	1.04079795546295	1.0413142662986	SLC27A1;OXTR;SMARCB1;KDM1A;SERPINE1;EHMT1;SCX;ENO1;TSKU;ACTB;IGF1R;SCAMP5;NPPB;SYDE1;RPS19;CFL1;DPF2;SOX8;SOX9;SOX6;SOX5;ACVR1;MED1;PRKAB2;SMARCC1;ACSL1;APLP2;F2R;RFX3;EBF2;PRKCA;SOX11;PRKAB1;PRLR;TLE6;SAP30;EREG;BSCL2;TIAM1;BRMS1;SMO;TRIM16;PPIB;LRPAP1;UTP25;EPAS1;NPR1;TWIST1;TNFRSF11A;OMA1;ADRB2;ADIPOR1;MACROH2A1;RTN4;SDCBP;TERT;PDGFC;INPP5K;SUDS3;ZBTB7B;RREB1;DECR1;TRPM4;ZBED3;BCL9L;SMAD2;WWTR1;XBP1;SMAD4;SMAD3;TGFB1;PHF10;SMURF2;TGFB3;CAV1;TRPV2;EIF2AK2;ABCA7;INHBA;SMARCA2;PTK2;GADD45G;SMARCA4;DAB2;BMP2;IL6;RGCC;BMP1;BAMBI;AGO2;CNOT3;SNAI1;PLEKHM1;GNAS;OGT;FERMT2;EZH2;BMPR1A;BMPR2;NUMA1;TGFB1I1;HILPDA;PIK3CD;YBX2;ING1;GHR;ING2;ACADL;CPT2;SIX4;GLIPR2;C1QBP;BCL7B;JAK2;NCOA1;KDM6B;SS18;NCOA2;FOXD1;NCOA3;ACTL6A;NOG;RBM19;NME2;SIRT6;AXIN2;ARID1A;SIRT1;ETV4;ADRA2A;TGFBR1;TGFBR2;FGR;HADHA;PPARG;SINHCAF;PLCB1;GAPDH;B4GALT5;PTGER4;SMARCD1;HDAC2;PRKAA1;KDM3A;HDAC3;LRP1;ROCK1;HDAC1;CXCR4;PTN;ACVR1B;NR2C2;AGPAT2;RBBP4;GCNT2;SPP1;MFN2;STAT6;RBBP7;DYNC1H1;IL33;EGF;FOXJ1;PTPN11;GPR3;TMEM64;DEF8;MTOR;TSHR;SOD1;PER2;REST;FABP5;APC;BRMS1L;ALMS1;F2RL1	both
Golgi Inheritance (GO:0048313)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	PDCD10;STK25;GBF1;VRK1;YWHAZ	both
Alpha-Linolenic Acid Metabolic Process (GO:0036109)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	ELOVL1;ACOT8;SCP2;ELOVL5;FADS1	both
Aminoglycan Metabolic Process (GO:0006022)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	HEXB;XYLT2;XYLT1;B4GALT7;CLN6	both
Carbohydrate Phosphorylation (GO:0046835)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	TKFC;GNPTAB;POMK;HK2;HK1	both
Carnitine Metabolic Process (GO:0009437)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	CPT1A;CPT2;ACADM;CROT;CRAT	both
Endothelial Tube Morphogenesis (GO:0061154)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	CSNK2B;CCM2;RBPJ;RHOA;RHOB	both
Ether Lipid Biosynthetic Process (GO:0008611)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	PEX7;DHRS7B;PLA2G4A;CHPT1;FAR1	both
Glycerolipid Metabolic Process (GO:0046486)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	PLA2G15;PNPLA3;PIP5K1A;PGPEP1;DGKZ	both
Glycosphingolipid Catabolic Process (GO:0046479)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	NEU3;GM2A;HEXB;NEU1;GLA	both
High-Density Lipoprotein Particle Assembly (GO:0034380)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	APOA2;APOA1;ABCA7;PRKACA;PRKACB	both
Homocysteine Metabolic Process (GO:0050667)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	MTRR;CBS;CTH;NOX4;MTR	both
Kinetochore Assembly (GO:0051382)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	CENPE;CENPF;CENPW;NPC1;DLGAP5	both
Leucine Transport (GO:0015820)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	SLC7A5;SLC7A6;SLC43A2;SLC6A15;SLC3A2	both
Long-Chain Fatty Acid Import Into Cell (GO:0044539)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	SLC27A1;RPS6KB1;SLC2A1;ACSL3;SLC27A4	both
Lung Epithelium Development (GO:0060428)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	ERRFI1;WNT7B;RCAN3;FOXJ1;PKD1	both
Mesenchymal To Epithelial Transition (GO:0060231)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	SALL1;CITED1;FZD7;SIX2;GATA3	both
Morphogenesis Of An Epithelial Sheet (GO:0002011)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	TBX20;SOX11;LIN7C;BMP7;PHACTR4	both
Multivesicular Body-Lysosome Fusion (GO:0061763)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	CHMP1B;CHMP2B;CHMP2A;CHMP3;CHMP7	both
Muscle Cell Migration (GO:0014812)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	DDR1;ROCK1;CCN3;ITGB1BP1;PLAT	both
Negative Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070862)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	ERLEC1;OS9;INSIG1;UBE2G2;SVIP	both
Negative Regulation Of Protein Localization To Cell Surface (GO:2000009)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	LEPROT;NEDD4L;GOPC;COMMD1;SNX33	both
Negative Regulation Of Sodium Ion Transmembrane Transport (GO:1902306)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	NEDD4;PRKCE;NEDD4L;COMMD1;OXSR1	both
Negative Regulation Of Telomerase Activity (GO:0051974)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	PIF1;PARP3;PINX1;TERF1;MEN1	both
Oligosaccharide Catabolic Process (GO:0009313)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	NEU3;NEU1;IDNK;MAN2C1;PGD	both
Peptidyl-Amino Acid Modification (GO:0018193)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	METAP1D;TTLL4;APOA2;ATP7A;METAP1	both
Phosphatidylcholine Catabolic Process (GO:0034638)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	PLA2G15;PNPLA8;PLA2G4A;PLA2G6;PLA2G7	both
Phosphatidylethanolamine Acyl-Chain Remodeling (GO:0036152)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	LPGAT1;LPCAT3;MBOAT1;MBOAT2;PLAAT3	both
Positive Regulation Of ATP Metabolic Process (GO:1903580)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	PINK1;VCP;TMSB4X;ENO1;PPARA	both
Positive Regulation Of Establishment Of Protein Localization To Telomere (GO:1904851)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	DKC1;CCT8;CCT5;CCT4;WRAP53	both
Positive Regulation Of Hippo Signaling (GO:0035332)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	TIAL1;FRMD6;SCHIP1;SOX11;CORO7	both
Positive Regulation Of Keratinocyte Migration (GO:0051549)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	IQSEC1;MAPRE2;MTOR;ARF6;MAP4K4	both
Positive Regulation Of mRNA 3'-End Processing (GO:0031442)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	NUDT21;DHX36;LEO1;PEX2;CPEB3	both
Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	STAT1;MYC;PDGFA;SOX9;TGFBR2	both
Regulation Of Store-Operated Calcium Entry (GO:2001256)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	HOMER1;STIM1;SARAF;HOMER3;SLC8B1	both
Regulation Of Transmembrane Transporter Activity (GO:0022898)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	AHCYL1;PIM1;RIPK1;ACTB;SNCA	both
Response To Platelet-Derived Growth Factor (GO:0036119)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	FER;HDAC1;MARS1;SYAP1;HAS2	both
Smooth Muscle Tissue Development (GO:0048745)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	EFEMP2;SMO;PTCH1;NF1;MYLK	both
Somatic Recombination Of Immunoglobulin Genes Involved In Immune Response (GO:0002204)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	MSH6;RNF168;EXOSC6;MSH2;LIG4	both
Synaptic Vesicle Fusion To Presynaptic Active Zone Membrane (GO:0031629)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	SNAP47;SNAP23;STX2;STX11;STX1A	both
Telomeric Loop Disassembly (GO:0090657)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	RECQL4;RTEL1;WRN;XRCC3;TERF1	both
Vesicle Fusion With Vacuole (GO:0051469)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	CHMP1B;CHMP2B;CHMP2A;CHMP3;CHMP7	both
Wound Healing, Spreading Of Epidermal Cells (GO:0035313)	5/9	0.373008970569317	0.798284419861335	0	0	1.54266316495306	1.52130161476102	ITGB1;ADAM17;COL5A1;ITGA5;ARHGAP24	both
Fc-gamma Receptor Signaling Pathway (GO:0038094)	12/24	0.375908632381625	0.798284419861335	0	0	1.23420199082877	1.20755453818513	VAV3;FGR;PAK1;YES1;PRKCE;LIMK1;PRKCD;FYN;PLA2G6;PTK2;PLD2;VAV2	both
Amyloid Fibril Formation (GO:1990000)	12/24	0.375908632381625	0.798284419861335	0	0	1.23420199082877	1.20755453818513	FKBP1A;GSN;FUS;USP9X;SIAH2;MDM2;RIPK1;MAPT;VHL;TARDBP;B2M;SNCA	both
Iron Ion Transport (GO:0006826)	12/24	0.375908632381625	0.798284419861335	0	0	1.23420199082877	1.20755453818513	STEAP3;TFRC;FTH1;CLTC;SLC11A2;SLC40A1;LMTK2;MCOLN1;CP;F3;SLC39A14;DNM2	both
Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413)	12/24	0.375908632381625	0.798284419861335	0	0	1.23420199082877	1.20755453818513	YWHAE;TCAF2;CAMK2D;CAB39;SLC6A9;PRKCE;NEDD4;NEDD4L;GOPC;OXSR1;CALM2;ADRA2A	both
Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575)	12/24	0.375908632381625	0.798284419861335	0	0	1.23420199082877	1.20755453818513	CCBE1;IL6;TGFB1;CXCL17;EIF2AK3;CYP1B1;BRCA1;HPSE;SULF1;IL6ST;HIF1A;ATF4	both
Regulation Of Ruffle Assembly (GO:1900027)	12/24	0.375908632381625	0.798284419861335	0	0	1.23420199082877	1.20755453818513	EPS8;KANK1;P2RX4;CAV1;PLEKHM1;EVL;FAM98A;DEF8;HRAS;ARHGAP24;NDEL1;PFN2	both
Secondary Alcohol Biosynthetic Process (GO:1902653)	12/24	0.375908632381625	0.798284419861335	0	0	1.23420199082877	1.20755453818513	ACLY;INSIG2;GLB1;INSIG1;DHCR24;MSMO1;MVD;HMGCR;HSD17B7;LSS;LBR;FDFT1	both
Regulation Of p38MAPK Cascade (GO:1900744)	18/37	0.376506464878965	0.798284419861335	0	0	1.16928695549731	1.14218295507417	GADD45B;PRMT1;ULK4;MINK1;DAB2IP;SORD;PTPN22;PJA2;GADD45G;CYLD;PER1;BMP2;DLG1;RELL1;LGALS9;EZR;MAP3K4;SASH1	both
Positive Regulation Of Cell Population Proliferation (GO:0008284)	220/483	0.379932553214589	0.798284419861335	0	0	1.03295963608166	0.999658601515575	HNRNPU;SCX;RBPJ;ACTB;AQP1;CCAR1;CRKL;CAPNS1;AKT2;MYC;NAMPT;CCN4;SOX8;FBXO5;SOX9;SOX4;MEF2C;PRKCI;SMARCC1;TIPIN;CSNK2A1;SOX11;EREG;TIAM1;GAREM1;KIF20B;ZFPM2;TSPYL5;PTGFR;DHX9;PDGFA;CIAO1;PRDX3;PKHD1;TERT;PDCD10;PDGFC;HMOX1;SSR1;TRPM4;MCTS1;WWTR1;XBP1;TSLP;INSR;FN1;FZD9;CDC7;SMARCA2;PTK2;SMARCA4;FOSL1;BST2;ID2;ACER3;SPDYA;CALR;TDGF1;EZH2;LGMN;CDKN1A;HILPDA;KIF14;ASH2L;BMI1;CX3CL1;MECP2;RBPMS2;TIMP1;JAK2;HRAS;SS18;IL11;EDN1;CNOT6L;TSC22D1;PRMT1;ACTL6A;NME2;RHOG;SIRT6;CCDC117;GAB2;OSMR;SIRT1;NME1;RARA;SINHCAF;CD47;CACUL1;HBEGF;YAP1;GRN;CTF1;DOT1L;DERL2;PTN;EGFR;RELA;GNAI2;PAK1;SERTAD1;GCNT2;HAS2;MARCHF7;MAP3K3;NPM1;STAT1;VEGFD;TJP1;CLCF1;CRLF2;KDM1A;IRS1;CD81;RTKN2;CIB1;IGF1R;HMGN5;PIM1;OSR2;PDGFRA;RPS9;CEP131;F2R;RPS6;ADAM10;LIG4;LIFR;CDC25B;FOXP1;ADAM17;S100A6;PHIP;STAMBP;IL6ST;KMT2D;SHC1;CUL3;MAZ;COX17;NOP2;TNFRSF11A;CSF2RA;EFNB2;SDCBP;GRK5;DDRGK1;TGFB1;TGFB3;HMGA2;CNOT6;BMP2;FER;IL6;CNOT7;NR4A3;CDK4;BAMBI;IL7;CDK2;FGF18;MDM2;HPSE;CNOT8;NES;RNF187;BMPR1A;FGFR1;FLT3;CDCA7L;PTEN;LAMC1;UFL1;SIX2;BCL7B;ITGAV;TBC1D8;NRG1;OXSR1;ADRA2A;TGFBR1;TGFBR2;CCNA2;TGFBR3;SAPCD2;NDUFS4;BIRC5;ITGB1BP1;MVD;SLC25A5;EAPP;FXN;HDAC4;SMARCD1;HDAC2;HDAC1;TTK;TSPAN31;TBRG4;ERBB3;ERBB2;TBX20;E2F1;HES1;ROMO1;TCF7L2;KDM4C;EGF;CNBP;NAP1L1;TBX3;TSHR;PRC1;DNAJA2;AQP11;FAM98B;KRAS;FAM98A;SLC25A33	both
Regulation Of Cellular Localization (GO:0060341)	34/72	0.380261173237669	0.798284419861335	0	0	1.10440160272865	1.06784255710044	CAMK2D;HSP90AB1;KDM1A;VPS4A;TESK1;PARD6G;PPM1F;UFL1;TRIM6;MAPK8;PARD6B;PARD6A;SUMO1;DNAJB6;MAP2;DVL1;TPR;DZIP1L;RACK1;TRIM68;STX6;DVL3;USP8;HSP90AA1;RABGAP1L;GSN;PARP1;FBXW7;MMD;TMEM231;FKBP1A;RSL1D1;RAB14;REEP5	both
Cellular Response To Mechanical Stimulus (GO:0071260)	23/48	0.382654533665592	0.798284419861335	0	0	1.13552519596865	1.09081127708292	PTGER4;MAP3K2;CASP8AP2;MAP2K4;CRADD;BNIP3;BCL10;AQP1;SLC9A1;MAPK8;CASP8;IRF1;CHEK1;HABP4;PIEZO2;CASP2;FADD;SOX9;MAP3K14;TLR4;MYD88;TLR3;MAPK3	both
