set	gene
both	Chrnb1
both	Fgf11
both	Nlgn2
both	Plscr3
both	Kctd11
both	Gps2
both	Eif5a
both	Ybx2
both	Slc2a4
both	Elp5
both	Phf23
both	Dvl2
both	Acadvl
both	Dlg4
both	Bcl6b
both	0610010K14Rik
both	Pelp1
both	Arrb2
both	Med11
both	Psmb6
both	Pld2
both	Mink1
both	Slc25a11
both	Spag7
both	Inca1
both	Zfp3
both	Rabep1
both	Nup88
both	C1qbp
both	Dhx33
both	Derl2
both	Pimreg
both	4933427D14Rik
both	4930563E22Rik
both	Smtnl2
both	Mybbp1a
both	Ube2g1
both	Ankfy1
both	4732414G09Rik
both	Ncbp3
both	Haspin
both	Emc6
both	Ctns
both	Rap1gap2
both	Cluh
both	Pafah1b1
both	Mettl16
both	Mnt
both	Sgsm2
both	Smg6
both	Mir212
both	Ovca2
both	Dph1
both	Rpa1
both	Wdr81
both	Mir22hg
both	Prpf8
both	Rilp
both	Slc43a2
both	Pitpna
both	Inpp5k
both	Myo1c
both	Crk
both	Ywhae
both	Rflnb
both	Vps53
both	Fam57a
both	Gemin4
both	Nxn
both	Timm22
both	Gosr1
both	Cpd
both	Blmh
both	Mir423
both	Ssh2
both	Ankrd13b
both	Trp53i13
both	Taok1
both	Nufip2
both	Myo18a
both	Phf12
both	Dhrs13
both	Flot2
both	Eral1
both	Fam222b
both	Traf4
both	Nek8
both	Snord4a
both	Rab34
both	Supt6
both	2610507B11Rik
both	Spag5
both	Pigs
both	Slc46a1
both	Sarm1
both	Tmem199
both	Tnfaip1
both	Tmem97
both	Nlk
both	Lyrm9
both	Lgals9
both	Ksr1
both	Wsb1
both	Nf1
both	Mir193a
both	Utp6
both	Suz12
both	Crlf3
both	Tefm
both	Rnf135
both	Rhot1
both	5730455P16Rik
both	Zfp207
both	Psmd11
both	Cdk5r1
both	Myo1d
both	Ccl2
both	Cct6b
both	Gm11423
both	Rffl
both	Rad51d
both	Nle1
both	AA465934
both	Pex12
both	Ap2b1
both	Taf15
both	Heatr6
both	Ddx52
both	Synrg
both	Dusp14
both	Tada2a
both	Aatf
both	Mrm1
both	Dhrs11
both	Ggnbp2os
both	Myo19
both	Znhit3
both	Usp32
both	1700125H20Rik
both	Appbp2
both	Ppm1d
both	Bcas3
both	Brip1
both	Med13
both	Rnft1
both	Rps6kb1
both	Vmp1
both	Cltc
both	Dhx40
both	Gm51288
both	Ypel2
both	Gdpd1
both	Smg8
both	Prr11
both	Trim37
both	Ppm1e
both	Rad51c
both	Tex14
both	Mtmr4
both	Supt4a
both	Dynll2
both	Srsf1
both	Vezf1
both	2210416O15Rik
both	Mrps23
both	Msi2
both	Akap1
both	Scpep1
both	Elobl
both	2210409E12Rik
both	Dgke
both	Nog
both	Pctp
both	Mmd
both	Hlf
both	Stxbp4
both	Utp18
both	Nme2
both	Nme1
both	Spag9
both	Tob1
both	Luc7l3
both	Ankrd40
both	Cacna1g
both	Epn3
both	Rsad1
both	Acsf2
both	Lrrc59
both	Eme1
both	Xylt2
both	Ppp1r9b
both	Pdk2
both	Itga3
both	Kat7
both	Fam117a
both	Slc35b1
both	Spop
both	Phb
both	Zfp652os
both	Gm38958
both	4833417C18Rik
both	Ube2z
both	Atp5g1
both	Snx11
both	Cbx1
both	Nfe2l1
both	Cdk5rap3
both	Pnpo
both	Sp2
both	Gm11532
both	Scrn2
both	Lrrc46
both	Kpnb1
both	Npepps
both	Mrpl45
both	Socs7
both	Arhgap23
both	Epop
both	Cisd3
both	Pcgf2
both	Psmb3
both	Pip4k2b
both	Cwc25
both	Snora21
both	Lasp1
both	B230217C12Rik
both	Fbxo47
both	Plxdc1
both	Fbxl20
both	Med1
both	Cdk12
both	1700003D09Rik
both	Pgap3
both	Erbb2
both	Mien1
both	Zpbp2
both	Ormdl3
both	Psmd3
both	Med24
both	Nr1d1
both	Msl1
both	Casc3
both	Rapgefl1
both	Wipf2
both	Cdc6
both	Rara
both	Gjd3
both	Top2a
both	Krtap1-5
both	Gm11563
both	Krt19
both	Krt16
both	Eif1
both	Hap1
both	Jup
both	Nt5c3b
both	Klhl11
both	Acly
both	Ttc25
both	Dnajc7
both	Nkiras2
both	Rab5c
both	Ghdc
both	Stat5b
both	Stat5a
both	Stat3
both	Cavin1
both	Atp6v0a1
both	Naglu
both	Coasy
both	Mlx
both	Retreg3
both	Plekhh3
both	Wnk4
both	Coa3
both	Becn1
both	Psme3
both	Rundc1
both	Rpl27
both	Ifi35
both	Vat1
both	Brca1
both	Tmem106a
both	Rdm1
both	Arl4d
both	Dhx8
both	Etv4
both	Dusp3
both	Cd300lg
both	Mpp2
both	Tmem101
both	G6pc3
both	Mir8101
both	Hrob
both	Tmub2
both	Atxn7l3
both	Slc25a39
both	Grn
both	Gpatch8
both	Fzd2
both	Ccdc43
both	Eftud2
both	Kif18b
both	Dcakd
both	Nmt1
both	Plcd3
both	Hexim1
both	Hexim2
both	Map3k14
both	Plekhm1
both	Gosr2
both	Nsf
both	Arf2
both	Mapt
both	Kansl1
both	Cdc27
both	Mettl2
both	1700052K11Rik
both	Mrc2
both	Tanc2
both	Dcaf7
both	Taco1
both	Map3k3
both	Limd2
both	Strada
both	Ccdc47
both	Smarcd2
both	Ern1
both	Snord104
both	Tex2
both	Polg2
both	Ddx5
both	Smurf2
both	Kpna2
both	Bptf
both	Nol11
both	Pitpnc1
both	Psmd12
both	Helz
both	Prkca
both	Cep112
both	Axin2
both	Rgs9
both	Gna13
both	Amz2
both	Gm45916
both	Slc16a6
both	Wipi1
both	Prkar1a
both	Fam20a
both	Abca9
both	Abca5
both	Map2k6
both	Kcnj2
both	Sox9
both	2610035D17Rik
both	Slc39a11
both	Fam104a
both	Cdc42ep4
both	Rpl38
both	Ttyh2
both	Rab37
both	Slc9a3r1
both	Nat9
both	Fdxr
both	Mrpl58
both	Atp5h
both	Armc7
both	Gm11694
both	Jpt1
both	Sumo2
both	Nup85
both	Gga3
both	Mif4gd
both	Slc25a19
both	Grb2
both	Tmem94
both	Caskin2
both	Llgl2
both	Recql5
both	Galk1
both	H3f3b
both	Unk
both	Wbp2
both	Mrpl38
both	Fbf1
both	Acox1
both	Srp68
both	Exoc7
both	Foxj1
both	Ubald2
both	Aanat
both	Prcd
both	Snhg16
both	Jmjd6
both	Srsf2
both	Sec14l1
both	Septin9
both	Tnrc6c
both	Tmc6
both	Syngr2
both	Birc5
both	Socs3
both	Cyth1
both	Usp36
both	Timp2
both	Cant1
both	Engase
both	Cbx8
both	Cbx4
both	Mir6934
both	Gaa
both	Eif4a3
both	Sgsh
both	Rnf213
both	A930037H05Rik
both	Rptor
both	Baiap2
both	Mir3065
both	Cep131
both	Tepsin
both	Slc38a10
both	2810410L24Rik
both	2900052L18Rik
both	0610009L18Rik
both	Faap100
both	Arl16
both	Slc25a10
both	P4hb
both	Alyref
both	Pcyt2
both	Mir6936
both	Pycr1
both	Aspscr1
both	Cenpx
both	Dcxr
both	Fasn
both	Ccdc57
both	Hexdc
both	Cybc1
both	Narf
both	Wdr45b
both	Mir7236
both	Fn3krp
both	Tbcd
both	B3gntl1
both	Metrnl
both	Rab10os
both	Rab10
both	Kif3c
both	1110002L01Rik
both	Dtnb
both	Dnmt3a
both	Efr3b
both	Dnajc27
both	Adcy3
both	Cenpo
both	Ncoa1
both	Itsn2
both	Fam228b
both	Sf3b6
both	Fkbp1b
both	Ubxn2a
both	Atad2b
both	Apob
both	Ldah
both	Hs1bp3
both	Rhob
both	Pum2
both	Sdc1
both	Laptm4a
both	Ttc32
both	Rdh14
both	Gen1
both	Rad51ap2
both	Mycn
both	Ddx1
both	Nbas
both	Lratd1
both	Mir6387
both	Trib2
both	Rock2
both	Pqlc3
both	Pdia6
both	Nol10
both	Odc1
both	Hpcal1
both	1700030C10Rik
both	Asap2
both	Itgb1bp1
both	Iah1
both	Adam17
both	Ywhaq
both	Taf1b
both	Grhl1
both	Klf11
both	Rrm2
both	Mboat2
both	Kidins220
both	Id2
both	Cmpk2
both	Sox11
both	Rps7
both	Rnaseh1
both	Trappc12
both	Pxdn
both	Tmem18
both	Acp1
both	Fam110c
both	Dld
both	Cbll1
both	Dus4l
both	Hbp1
both	Prkar2b
both	Ccdc71l
both	Nampt
both	4933406C10Rik
both	Atxn7l1
both	Twistnb
both	Twist1
both	Snx13
both	Ahr
both	Tspan13
both	Bzw2
both	Crppa
both	Arl4a
both	Mir1938
both	Zfp277
both	Immp2l
both	Dnajb9
both	Pnpla8
both	Stxbp6
both	Nova1
both	Prkd1
both	G2e3
both	Scfd1
both	Ap4s1
both	Hectd1
both	Heatr5a
both	Dtd2
both	1700031P21Rik
both	Egln3
both	Sptssa
both	Eapp
both	Snx6
both	Cfl2
both	2700097O09Rik
both	Prorp
both	Psma6
both	Nfkbia
both	Ralgapa1
both	Brms1l
both	Mbip
both	Pax9
both	Slc25a21
both	Prps1l3
both	Sec23a
both	Trappc6b
both	Pnn
both	Mia2
both	Fbxo33
both	Gm527
both	Klhl28
both	Prpf39
both	Fkbp3
both	Mis18bp1
both	Rps29
both	Lrr1
both	Rpl36al
both	Pole2
both	Arf6
both	5830428M24Rik
both	Vcpkmt
both	L2hgdh
both	Atl1
both	Nin
both	Trim9
both	Tmx1
both	Frmd6
both	Actr10
both	Psma3
both	3110056K07Rik
both	Daam1
both	Gpr135
both	L3hypdh
both	Pcnx4
both	Dhrs7
both	Ppm1a
both	Gm51264
both	Six4
both	Mnat1
both	Trmt5
both	Hif1a
both	Snapc1
both	Kcnh5
both	Rhoj
both	Ppp2r5e
both	Wdr89
both	Sgpp1
both	Syne2
both	Esr2
both	Mthfd1
both	Zbtb25
both	Hspa2
both	Churc1
both	Fntb
both	Max
both	Fut8
both	Gphn
both	Mpp5
both	Atp6v1d
both	Rdh11
both	Zfyve26
both	Zfp36l1
both	Actn1
both	Exd2
both	Erh
both	Susd6
both	Gm20337
both	Cox16
both	Gm20498
both	Med6
both	Ttc9
both	Map3k9
both	Pcnx
both	Sipa1l1
both	Dpf3
both	Dcaf4
both	Zfyve1
both	Rbm25
both	Psen1
both	Numb
both	Riox1
both	Acot2
both	Dnal1
both	Elmsan1
both	Ptgr2
both	Zfp410
both	Fam161b
both	Entpd5
both	Rnf113a2
both	Aldh6a1
both	Npc2
both	Ylpm1
both	Prox2
both	Dlst
both	Eif2b2
both	Acyp1
both	Tmed10
both	Fos
both	Jdp2
both	Flvcr2
both	Erg28
both	Tgfb3
both	Gpatch2l
both	Gm32755
both	Irf2bpl
both	Cipc
both	Gstz1
both	Tmed8
both	Vipas39
both	Sptlc2
both	Snw1
both	Adck1
both	Nrxn3
both	Cep128
both	Tshr
both	Gtf2a1
both	Sel1l
both	Galc
both	Spata7
both	Ptpn21
both	Zc3h14
both	Eml5
both	Ttc8
both	1700064M15Rik
both	Efcab11
both	Kcnk13
both	Nrde2
both	Gm10433
both	Calm1
both	Ttc7b
both	Rps6ka5
both	Ccdc88c
both	D130020L05Rik
both	Tc2n
both	Fbln5
both	Gm20036
both	Atxn3
both	Lgmn
both	Golga5
both	Itpk1
both	Moap1
both	Gm20604
both	Btbd7
both	Otub2
both	Ddx24
both	Ppp4r4
both	Dicer1
both	Syne3
both	Mir3069
both	Atg2b
both	Papola
both	Vrk1
both	Setd3
both	Ccdc85c
both	Cyp46a1
both	Eml1
both	Evl
both	Yy1
both	Slc25a29
both	Wars
both	Ppp2r5c
both	B930059L03Rik
both	Dync1h1
both	Hsp90aa1
both	Wdr20
both	Cinp
both	Ankrd9
both	Rcor1
both	Traf3
both	Cdc42bpb
both	Tnfaip2
both	Eif5
both	2810029C07Rik
both	Xrcc3
both	Ppp1r13b
both	Atp5mpl
both	Aspg
both	Inf2
both	Siva1
both	Clba1
both	Cdca4
both	Btbd6
both	Brf1
both	Pacs2
both	Crip2
both	Tedc1
both	Zfp386
both	Wdr60
both	Esyt2
both	D430020J02Rik
both	Cdca7l
both	Sp4
both	Itgb8
both	2810429I04Rik
both	Gdi2
both	Tasor2
both	Asb13
both	Net1
both	Akr1c14
both	Akr1e1
both	Klf6
both	Pitrm1
both	Pfkp
both	Wdr37
both	Idi1
both	Gtpbp4
both	Larp4b
both	Dip2c
both	Zmynd11
both	Mtr
both	Actn2
both	Heatr1
both	Lgals8
both	Ero1lb
both	Gpr137b-ps
both	Gpr137b
both	Lyst
both	B3galnt2
both	Tbce
both	Ggps1
both	Mrpl32
both	AW209491
both	Gli3
both	A530046M15Rik
both	Inhba
both	Sugct
both	Cdk13
both	Rala
both	Yae1d1
both	Vps41
both	Amph
both	Stard3nl
both	Trim27
both	Zscan12
both	Zkscan3
both	Zscan26
both	Nkapl
both	Zkscan4
both	Zfp389
both	Zkscan8
both	H2bc13
both	H2bc14
both	H4c11
both	H2ac15
both	H2ac22
both	Mir1983
both	Zfp184
both	H2ac12
both	H4c9
both	Zfp322a
both	C230035I16Rik
both	Btn2a2
both	H4c8
both	H2ac10
both	H2bc9
both	H3c6
both	H2ac8
both	H2bc7
both	H2bc6
both	H2ac6
both	H4c3
both	H1f2
both	H4c1
both	Carmil1
both	Ripor2
both	Gmnn
both	BC005537
both	Acot13
both	Mrs2
both	Sox4
both	Cdkal1
both	E2f3
both	Mboat1
both	Uqcrfs1
both	Exoc2
both	Gmds
both	Wrnip1
both	Serpinb1a
both	Serpinb9
both	Serpinb9b
both	Gm6093
both	1110046J04Rik
both	Nqo2
both	Ripk1
both	Bphl
both	Tubb2a
both	4930447K03Rik
both	Tubb2b
both	Psmg4
both	Pxdc1
both	Prpf4b
both	Eci2
both	Cdyl
both	Rpp40
both	Lyrm4
both	Nrn1
both	Rreb1
both	Ssr1
both	Cage1
both	Snrnp48
both	Txndc5
both	Bloc1s5
both	Eef1e1
both	Slc35b3
both	Gcnt2
both	Pak1ip1
both	Tmem14c
both	Smim13
both	Nedd9
both	Tmem170b
both	Hivep1
both	Edn1
both	Tbc1d7
both	Gfod1
both	Nol7
both	Mcur1
both	Jarid2
both	Dtnbp1
both	Mylip
both	Gmpr
both	Atxn1
both	Kif13a
both	Tpmt
both	Dek
both	Id4
both	Zfp169
both	Ptpdc1
both	Fam120a
both	Ninj1
both	Card19
both	Bicd2
both	Ippk
both	Cenpp
both	Iars
both	Fbxw17
both	9430083A17Rik
both	Cks2
both	Secisbp2
both	Gadd45g
both	Auh
both	Nfil3
both	Sptlc1
both	Sfxn1
both	Thoc3
both	Simc1
both	4833439L19Rik
both	Nop16
both	Faf2
both	Rnf44
both	Tspan17
both	Uimc1
both	Zfp346
both	Lman2
both	Grk6
both	Prr7
both	Pdlim7
both	Ddx41
both	Fam193b
both	Tmed9
both	B4galt7
both	Caml
both	Ddx46
both	B230219D22Rik
both	Pcbd2
both	Macroh2a1
both	Fbxl21
both	Smad5
both	Hnrnpa0
both	Idnk
both	Ubqln1
both	Hnrnpk
both	Agtpbp1
both	A230056J06Rik
both	Isca1
both	Tut7
both	Gas1
both	Zfp808
both	Gm3604
both	Zfp935
both	6720489N17Rik
both	Mir713
both	Gm5141
both	Aopep
both	Fancc
both	Ptch1
both	Ercc6l2
both	Zfp367
both	Habp4
both	Cdc14b
both	Prxl2c
both	Ctsl
both	Cdk20
both	Mfsd14b
both	Zfp369
both	Uqcrb
both	Ptdss1
both	Zfp712
both	Zfp708
both	Rsl1
both	Zfp458
both	Zfp457
both	Zfp595
both	Zfp953
both	Zfp456
both	Zfp429
both	Zfp874a
both	Zfp874b
both	Zfp58
both	Zfp87
both	Zfp748
both	Zfp729b
both	Zfp729a
both	Zfp738
both	Zfp65
both	Zfp85
both	Zfp493
both	Zfp273
both	Mtrr
both	Tent4a
both	Srd5a1
both	Med10
both	Ice1
both	Gm20554
both	Ndufs6
both	Lpcat1
both	Clptm1l
both	Tert
both	Slc6a19
both	Slc12a7
both	Trip13
both	Tppp
both	Cep72
both	Exoc3
both	Pdcd6
both	Sdha
both	Lrrc14b
both	Zfp72
both	Zfp825
both	Erap1
both	Cast
both	Ell2
both	Glrx
both	Rhobtb3
both	Rfesd
both	Arsk
both	Mctp1
both	Slf1
both	Fam172a
both	Arrdc3
both	5430425K12Rik
both	9330111N05Rik
both	Adgrv1
both	Lysmd3
both	Polr3g
both	Cetn3
both	Mef2c
both	A230107N01Rik
both	Ccnh
both	Rasa1
both	Cox7c
both	Xrcc4
both	Rps23
both	Atg10
both	Ssbp2
both	Zcchc9
both	Dhfr
both	Zfyve16
both	Serinc5
both	Tent2
both	Homer1
both	Jmy
both	Arsb
both	Scamp1
both	Gm9776
both	Tbca
both	Wdr41
both	Zbed3
both	Aggf1
both	F2rl1
both	F2r
both	Iqgap2
both	Poc5
both	Polk
both	Hmgcr
both	Gcnt4
both	Nsa2
both	Hexb
both	Enc1
both	Utp15
both	Btf3
both	Foxd1
both	Fcho2
both	Ptcd2
both	Map1b
both	Mccc2
both	Serf1
both	Smn1
both	Gtf2h2
both	Rad17
both	Cdk7
both	Mrps36
both	Cenph
both	Ccnb1
both	Slc30a5
both	Pik3r1
both	Mast4
both	Srek1
both	Erbin
both	Nln
both	Shld3
both	Cenpk
both	Adamts6
both	Cwc27
both	Ipo11
both	Dimt1
both	Kif2a
both	Zswim6
both	Smim15
both	Ndufaf2
both	Elovl7
both	Depdc1b
both	Mir1904
both	Gpbp1
both	Mier3
both	Il6st
both	Slc38a9
both	Plpp1
both	Mtrex
both	Ccno
both	Snx18
both	Arl15
both	Ndufs4
both	Mocs2
both	Itga2
both	Pelo
both	Itga1
both	Emb
both	Hcn1
both	Mrps30
both	Nnt
both	Paip1
both	4833420G17Rik
both	Tmem267
both	Flnb
both	Htd2
both	Pxk
both	Pdhb
both	Kctd6
both	Ptprg
both	3830406C13Rik
both	Thoc7
both	Atxn7
both	Psmd6
both	Il3ra
both	Slc4a7
both	Oxsm
both	Top2b
both	Thrb
both	Nr1d2
both	Rpl15
both	Ube2e1
both	Ube2e2
both	Gm2237
both	Nid2
both	Rtraf
both	Gng2
both	Nudt13
both	Ecd
both	Dnajc9
both	Mrps16
both	Anxa7
both	1810062O18Rik
both	Sec24c
both	Fut11
both	Zswim8
both	Ndst2
both	Camk2g
both	Plau
both	Vcl
both	Ap3m1
both	Adk
both	Kat6b
both	Dusp13
both	Samd8
both	Vdac2
both	A430057M04Rik
both	Zfp503
both	Polr3a
both	Rps24
both	Zmiz1
both	Mir3075
both	Ppif
both	Zcchc24
both	Anxa11
both	Slmap
both	Dennd6a
both	Arf4
both	Appl1
both	Il17rd
both	Tasor
both	Ccdc66
both	Erc2
both	Selenok
both	Actr8
both	Dcp1a
both	Tkt
both	Prkcd
both	Rft1
both	Stimate
both	Nek4
both	Glt8d1
both	Gnl3
both	Smim4
both	Nt5dc2
both	Nisch
both	Phf7
both	Dnah1
both	Capn7
both	Sh3bp5
both	Mettl6
both	Hacl1
both	Ankrd28
both	Dph3
both	Ncoa4
both	Timm23
both	Ercc6
both	Mapk8
both	Anxa8
both	Shld2
both	Bmpr1a
both	Wapl
both	Ccser2
both	Ghitm
both	Tspan14
both	Ear10
both	Txndc16
both	Ero1l
both	Psmc6
both	Styx
both	Gnpnat1
both	Fermt2
both	Mir5131
both	4933425B07Rik
both	Cdkn3
both	Cnih1
both	Gmfb
both	Cgrrf1
both	Samd4
both	Wdhd1
both	Mapk1ip1l
both	Dlgap5
both	Fbxo34
both	Atg14
both	Ktn1
both	Tmem260
both	Ap5m1
both	Naa30
both	Armh4
both	Ttc5
both	Rpph1
both	Tep1
both	Klhl33
both	Osgep
both	Pip4p1
both	Pnp
both	Mettl17
both	Arhgef40
both	Zfp219
both	Hnrnpc
both	Supt16
both	Chd8
both	Tox4
both	Mettl3
both	Dad1
both	Abhd4
both	Oxa1l
both	Lrp10
both	Prmt5
both	Haus4
both	Cdh24
both	Acin1
both	1700123O20Rik
both	Homez
both	Ppp1r3e
both	Bcl2l2
both	Pabpn1
both	Ngdn
both	Zfhx2
both	Dhrs4
both	Pck2
both	Dcaf11
both	Psme1
both	Emc9
both	Psme2
both	Irf9
both	Ipo4
both	Tm9sf1
both	Mdp1
both	Nedd8
both	Tinf2
both	Tgm1
both	Rabggta
both	Ltb4r2
both	Cbln3
both	Gzmb
both	Rnf17
both	Cenpj
both	Mphosph8
both	Pspc1
both	Zmym5
both	Zmym2
both	Gjb2
both	Cryl1
both	Ift88
both	Eef1akmt1
both	Xpo4
both	Lats2
both	Sap18
both	Ska3
both	Zdhhc20
both	Rcbtb1
both	Gm45935
both	Cdadc1
both	Nupl1
both	Mtmr6
both	Spata13
both	Mipep
both	Ebpl
both	Kpna3
both	Spryd7
both	Trim13
both	Dleu2
both	4931440J10Rik
both	Wdfy2
both	Ctsb
both	Fdft1
both	Mtmr9
both	Pinx1
both	Msra
both	Kif13b
both	Hmbox1
both	Extl3
both	Zfp395
both	Elp3
both	Esco2
both	Clu
both	Trim35
both	Dpysl2
both	Bnip3l
both	Ppp2r2a
both	Ebf2
both	Cdca2
both	Mir6950
both	R3hcc1
both	Chmp7
both	Rhobtb2
both	Ccar2
both	9930012K11Rik
both	Sorbs3
both	Slc39a14
both	Polr3d
both	Bmp1
both	Reep4
both	Nudt18
both	Fam160b2
both	Dmtn
both	Xpo7
both	Fndc3a
both	Rcbtb2
both	Rb1
both	Itm2b
both	Med4
both	Nudt15
both	Sucla2
both	Esd
both	Rubcnl
both	Zc3h13
both	Cog3
both	Slc25a30
both	Gm4285
both	Gtf2f2
both	Gpalpp1
both	Tsc22d1
both	Serp2
both	Lacc1
both	Akap11
both	Dgkh
both	Vwa8
both	Rgcc
both	Naa16
both	Mtrf1
both	Kbtbd7
both	Kbtbd6
both	Elf1
both	Sugt1
both	Pcdh17
both	Diaph3
both	Tdrd3
both	Mzt1
both	Pibf1
both	Klf5
both	Tbc1d4
both	Commd6
both	Uchl3
both	Lmo7
both	Mir5130
both	Cln5
both	Fbxl3
both	Mycbp2
both	Rnf219
both	Rbm26
both	Ndfip2
both	9330188P03Rik
both	Spry2
both	Mir17
both	Gpc5
both	Gpc6
both	Tgds
both	Gpr180
both	LOC105245869
both	Abcc4
both	Dzip1
both	Dnajc3
both	Gm16835
both	Mbnl2
both	Rap2a
both	Ipo5
both	Stk24
both	Dock9
both	1810041H14Rik
both	A330035P11Rik
both	Clybl
both	Zic5
both	2610035F20Rik
both	Pcca
both	4930594M22Rik
both	Tmtc4
both	Ghr
both	Fbxo4
both	AW549877
both	Oxct1
both	Rpl37
both	Prkaa1
both	Ttc33
both	Ptger4
both	5430437J10Rik
both	Dab2
both	Osmr
both	Lifr
both	Wdr70
both	Nup155
both	Cplane1
both	Nipbl
both	Nadk2
both	Skp2
both	Prlr
both	Dnajc21
both	Brix1
both	Ttc23l
both	Rai14
both	Amacr
both	Tars
both	Sub1
both	Zfr
both	Mtmr12
both	Golph3
both	Pdzd2
both	6030458C11Rik
both	Cdh10
both	Cdh18
both	Myo10
both	Retreg1
both	Zfp622
both	Ank
both	Mir7117
both	Otulin
both	Otulinl
both	Trio
both	Dap
both	Ropn1l
both	Marchf6
both	Cct5
both	Sdc2
both	Cpq
both	Tspyl5
both	Mtdh
both	Laptm4b
both	Matn2
both	Rpl30
both	Rida
both	Stk3
both	Osr2
both	Vps13b
both	Polr2k
both	Spag1
both	Rnf19a
both	Ankrd46
both	Pabpc1
both	Ywhaz
both	Zfp706
both	Ncald
both	Rrm2b
both	Ubr5
both	Klf10
both	Azin1
both	2310043O21Rik
both	Atp6v1c1
both	Baalc
both	Slc25a32
both	Lrp12
both	Zfpm2
both	Oxr1
both	Angpt1
both	Rspo2
both	Eif3e
both	Gm10373
both	Tmem74
both	Eny2
both	Ebag9
both	Sybu
both	Trps1
both	Eif3h
both	Utp23
both	Rad21
both	Med30
both	Ext1
both	Samd12
both	Tnfrsf11b
both	Ccn3
both	Taf2
both	Dscc1
both	Deptor
both	Mrpl13
both	Has2
both	Zhx2
both	Derl1
both	Tbc1d31
both	9130401M01Rik
both	Zhx1
both	Atad2
both	Wdyhv1
both	Fbxo32
both	Fam91a1
both	Tmem65
both	Trmt12
both	Rnf139
both	Tatdn1
both	Sqle
both	Washc5
both	Trib1
both	Gm19510
both	Lratd2
both	Myc
both	Fam49b
both	Asap1
both	Efr3a
both	Phf20l1
both	Ccn4
both	Ndrg1
both	St3gal1
both	1700012I11Rik
both	Zfat
both	Mir30d
both	Peg13
both	Trappc9
both	Chrac1
both	Ago2
both	Ptk2
both	Dennd3
both	Slc45a4
both	Ptp4a3
both	Gm6569
both	Arc
both	4933427E11Rik
both	Them6
both	Lynx1
both	Zfp41
both	Top1mt
both	Rhpn1
both	Mafa
both	Zc3h3
both	Eef1d
both	Pycrl
both	Tsta3
both	Zfp623
both	Zfp707
both	Ccdc166
both	Scrib
both	Puf60
both	Nrbp2
both	Plec
both	Grina
both	Exosc4
both	Gpaa1
both	Cyc1
both	Sharpin
both	Hgh1
both	Mroh1
both	Scx
both	Bop1
both	Dgat1
both	Fbxl6
both	Adck5
both	Cpsf1
both	Tonsl
both	Cyhr1
both	Foxh1
both	Gpt
both	Mfsd3
both	Recql4
both	Lrrc24
both	Arhgap39
both	Zfp7
both	Commd5
both	Zfp647
both	1110038F14Rik
both	Apol6
both	Rbfox2
both	Apol7a
both	Myh9
both	Txn2
both	Foxred2
both	Eif3d
both	Cacng2
both	Ift27
both	Tst
both	Kctd17
both	C1qtnf6
both	Gm36738
both	Gga1
both	Sh3bp1
both	Pdxp
both	Lgals1
both	Nol12
both	Triobp
both	Gcat
both	Ankrd54
both	Eif3l
both	1700088E04Rik
both	Pla2g6
both	Maff
both	Tmem184b
both	Ddx17
both	Fam227a
both	Tomm22
both	Josd1
both	Gtpbp1
both	Sun2
both	Dnal4
both	Cbx6
both	Snord43
both	Tab1
both	Mief1
both	Atf4
both	Rps19bp1
both	Gm31369
both	Tnrc6b
both	Adsl
both	Sgsm3
both	Mrtfa
both	Slc25a17
both	St13
both	Rbx1
both	Ep300
both	L3mbtl2
both	Rangap1
both	Gm17597
both	Tef
both	Tob2
both	Phf5a
both	Polr3h
both	Pmm1
both	Desi1
both	Ccdc134
both	Srebf2
both	Cenpm
both	Naga
both	Smdt1
both	Ndufa6
both	Serhl
both	Rrp7a
both	Poldip3
both	Cyb5r3
both	A4galt
both	Arfgap3
both	Pacsin2
both	Ttll1
both	Mcat
both	Tspo
both	Ttll12
both	Pnpla3
both	Samm50
both	Prr5
both	Phf21b
both	Nup50
both	5031439G07Rik
both	Fam118a
both	Atxn10
both	Wnt7b
both	Ppara
both	Cdpf1
both	Gtse1
both	Trmu
both	Gramd4
both	Gm15569
both	Tbc1d22a
both	Brd1
both	Zbed4
both	Alg12
both	Pim3
both	1810021B22Rik
both	Hdac10
both	Mapk12
both	Plxnb2
both	Dennd6b
both	Ppp6r2
both	Sbf1
both	Lmf2
both	Sco2
both	Chkb
both	C230037L18Rik
both	Rabl2
both	Alg10b
both	Cpne8
both	Kif21a
both	Abcd2
both	Lrrk2
both	Gxylt1
both	Yaf2
both	Zcrb1
both	Prickle1
both	Pus7l
both	Twf1
both	Ano6
both	Arid2
both	Scaf11
both	Rpap3
both	Rapgef3
both	Hdac7
both	Vdr
both	Tmem106c
both	Pfkm
both	Asb8
both	Snora2b
both	Kansl2
both	9330020H09Rik
both	Cacnb3
both	Ddx23
both	Rnd1
both	Fkbp11
both	Arf3
both	Wnt10b
both	Prkag1
both	Kmt2d
both	Rhebl1
both	Lmbr1l
both	Tuba1b
both	Tuba1a
both	4930578M01Rik
both	Tuba1c
both	Gm34284
both	Spats2
both	1700120C14Rik
both	Prpf40b
both	Fmnl3
both	Tmbim6
both	Nckap5l
both	Bcdin3d
both	Aqp5
both	Racgap1
both	Smarcd1
both	Gm16537
both	Cers5
both	Lima1
both	Larp4
both	Dip2b
both	Atf1
both	Mettl7a1
both	Slc11a2
both	Letmd1
