p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.0490120168832292e-11	-0.9452606204464977	0.804	0.583	3.25760191722918e-7	Oligodendrocytes	Arf4
1.1980778127188842e-11	-0.22949847828725378	0.877	0.474	3.7205108396172233e-7	Oligodendrocytes	Eny2
1.2161430333501983e-11	-1.821118144268	0.766	0.553	3.776610575765706e-7	Oligodendrocytes	AY036118
1.3077904060478894e-11	-0.4375897608707484	0.733	0.395	4.061212326941116e-7	Oligodendrocytes	Hibadh
1.4506395048560552e-11	-1.4942255015506913	0.523	0.446	4.504815918379994e-7	Oligodendrocytes	Zfp950
1.4810048150187507e-11	-0.27343868416504463	0.871	0.461	4.599112352559228e-7	Oligodendrocytes	Pfdn1
1.5458199432928715e-11	-0.4279068342379039	0.72	0.397	4.800389251901683e-7	Oligodendrocytes	Wapl
1.726158473848887e-11	-0.31044425210586324	0.816	0.439	5.360412524690333e-7	Oligodendrocytes	Jagn1
1.8968321861109028e-11	-0.7314968408710256	0.533	0.295	5.890422670748797e-7	Oligodendrocytes	Slc38a9
2.0151722229630093e-11	-0.48781132843512964	0.967	0.73	6.257915821189329e-7	Oligodendrocytes	Eif4a2
2.0478659497978825e-11	-0.4889099336221676	0.704	0.38	6.359442920502344e-7	Oligodendrocytes	Mettl23
2.1033066548144e-11	-0.1860024197368319	0.895	0.496	6.531608485860637e-7	Oligodendrocytes	Cbx1
2.917139553372043e-11	-0.6836412273744906	0.927	0.649	9.058885169041541e-7	Oligodendrocytes	Mtch2
3.375945138530389e-11	-0.49482751390536295	0.733	0.392	1.048366003319227e-6	Oligodendrocytes	Mrpl15
3.498497175253876e-11	-0.6012501648081969	0.955	0.677	1.0864233128033387e-6	Oligodendrocytes	Atp5g3
3.628415155920005e-11	-0.28245312012199486	0.779	0.436	1.1267680425193983e-6	Oligodendrocytes	Ccar1
4.0995532941528516e-11	-0.2485608540482087	0.971	0.589	1.2730752799662265e-6	Oligodendrocytes	Rpl12
4.217077617754569e-11	-0.9137242693970682	0.912	0.524	1.3095712834175039e-6	Oligodendrocytes	Itih3
4.419302599790817e-11	-0.6214355609204134	0.638	0.35	1.3723702293390403e-6	Oligodendrocytes	Zmym5
4.4259905842351125e-11	-0.10034184244557043	0.999	0.864	1.374447116028372e-6	Oligodendrocytes	Rpl21
5.1044399541377586e-11	-0.33002786523934446	0.614	0.351	1.5851327833579395e-6	Oligodendrocytes	Birc2
5.119392885528322e-11	-0.16329194982710127	0.945	0.553	1.589776266671965e-6	Oligodendrocytes	Ran
5.551550996807531e-11	-1.4386377500404097	0.64	0.495	1.7239786465486107e-6	Oligodendrocytes	Mdga2
5.7055474043602544e-11	-0.24359850257574933	0.838	0.477	1.7718006909500333e-6	Oligodendrocytes	Snrnp48
6.061185089578123e-11	-0.11223864873808351	0.922	0.518	1.8822404177175901e-6	Oligodendrocytes	Smap1
6.244410634557725e-11	-0.6266231146239452	0.919	0.654	1.939139278455556e-6	Oligodendrocytes	Txndc15
6.251738370890245e-11	-0.7100824649305908	0.562	0.312	1.9414148336962565e-6	Oligodendrocytes	Phf21a
7.542174789468843e-11	-0.6597707605969989	0.611	0.337	2.3421469591216544e-6	Oligodendrocytes	3830406C13Rik
9.156219274504521e-11	-0.5272654560705581	0.735	0.39	2.843372333504634e-6	Oligodendrocytes	Yipf1
9.813183916107605e-11	-0.4742687487614752	0.73	0.405	3.0473861333080555e-6	Oligodendrocytes	Dhcr7
1.0126961571932291e-10	-0.35978418335704165	0.801	0.43	3.1448266465478535e-6	Oligodendrocytes	Srsf6
1.2535348714919385e-10	-0.850485244765097	0.756	0.574	3.892727189931066e-6	Oligodendrocytes	Pcdh17
1.7360994079242147e-10	-0.24474598889588833	0.864	0.473	5.391283101367856e-6	Oligodendrocytes	Ier3ip1
1.8351806002371883e-10	-0.5435344471339102	0.641	0.357	5.6989698359765645e-6	Oligodendrocytes	Ccdc50
1.848393744233523e-10	-0.640184925102406	0.596	0.332	5.740001933342783e-6	Oligodendrocytes	Hint2
1.8844383713102715e-10	-0.1600064993361794	0.93	0.532	5.8519349182669175e-6	Oligodendrocytes	Snrpb
2.0414690031839049e-10	-0.5701640871149637	0.62	0.346	6.339577842487298e-6	Oligodendrocytes	Arfgap2
2.0996294512227452e-10	-0.602205291689821	0.62	0.341	6.520189297827113e-6	Oligodendrocytes	Rpl7l1
2.2663807494056497e-10	-1.6288320086131902	0.507	0.424	7.038018779204304e-6	Oligodendrocytes	Cd320
2.3835270570641924e-10	-0.3790485204068028	0.776	0.419	7.401804923007143e-6	Oligodendrocytes	Phb2
2.4265160193527344e-10	-1.253027573467933	0.653	0.5	7.535302846497982e-6	Oligodendrocytes	Rbm4b
2.815883272197926e-10	-0.3453671096564061	0.809	0.44	8.74444391348344e-6	Oligodendrocytes	Os9
3.0745123549335107e-10	-1.052344877727018	0.79	0.56	9.547590667010524e-6	Oligodendrocytes	Smpd1
3.240128748062341e-10	-0.3726470229324527	0.842	0.455	1.0061895814232795e-5	Oligodendrocytes	Tmem259
3.5686511371860416e-10	-0.13445257985188086	0.92	0.565	1.1082089241417534e-5	Oligodendrocytes	Etnk1
3.889458459139991e-10	-0.6144230652147691	0.986	0.821	1.2078324299013328e-5	Oligodendrocytes	Msmo1
4.2590708464935537e-10	-0.5211734567959608	0.709	0.381	1.3226118606701082e-5	Oligodendrocytes	Copb2
4.795346509807338e-10	-1.1275042841798986	0.718	0.525	1.4891469051555707e-5	Oligodendrocytes	Zkscan3
5.151021346872591e-10	-0.7402662535441403	0.544	0.307	1.5995981690578144e-5	Oligodendrocytes	Mcmbp
5.200318602154216e-10	-0.2069988074779905	0.997	0.799	1.6149069387129703e-5	Oligodendrocytes	Rps15a
5.637205726763138e-10	-0.594855418429268	0.931	0.673	1.750577866389025e-5	Oligodendrocytes	Akap9
5.973227217588524e-10	-0.3147296230249351	0.811	0.445	1.8549259801499404e-5	Oligodendrocytes	Smarcb1
6.437316554685608e-10	-0.18542565998184263	0.945	0.535	1.999044282892069e-5	Oligodendrocytes	Eef1g
6.677255330744808e-10	-0.941551272490009	0.79	0.563	2.0735548704094927e-5	Oligodendrocytes	Nudcd3
6.813435348386602e-10	-0.28227592996258094	0.824	0.461	2.1158442130879752e-5	Oligodendrocytes	Zmynd11
7.507375374630981e-10	-0.7300187850043971	0.577	0.32	2.331340348837905e-5	Oligodendrocytes	Wdr1
7.847466664353202e-10	-0.4918525921850771	0.69	0.382	2.4369522979482433e-5	Oligodendrocytes	Ube2e1
8.340079216273818e-10	-0.682349599012712	0.568	0.319	2.5899281998216716e-5	Oligodendrocytes	Sdhaf4
8.672541922060526e-10	-0.8150967964370588	0.631	0.343	2.6931711684766756e-5	Oligodendrocytes	Slc35e4
8.677295173284837e-10	-0.33568422338999593	0.997	0.84	2.6946472431118734e-5	Oligodendrocytes	Ndufc2
8.837160551060294e-10	-0.7047918205897934	0.625	0.343	2.7442918375262637e-5	Oligodendrocytes	Timm9
9.006334817664728e-10	-1.3529493348146537	0.615	0.481	2.7968272142776044e-5	Oligodendrocytes	Gpd2
9.399630483912016e-10	-0.7045356513197045	0.894	0.639	2.9189612504740376e-5	Oligodendrocytes	Srsf3
1.036062136027519e-9	-0.7981299521156121	0.551	0.309	3.217387357219857e-5	Oligodendrocytes	Ikbkb
1.1613303982683219e-9	-0.6848996608475966	0.569	0.32	3.606395418782447e-5	Oligodendrocytes	Mrpl4
1.3251541424008952e-9	-0.5287940439285542	0.689	0.383	4.11513367381174e-5	Oligodendrocytes	Syncrip
1.4225235127229662e-9	-0.6507552846222358	0.997	0.839	4.417504516409899e-5	Oligodendrocytes	Gstm5
1.4483262035409054e-9	-0.5318411543038447	0.637	0.358	4.4976321924759275e-5	Oligodendrocytes	Srp72
1.4821080698190218e-9	-0.4970598128673111	0.728	0.4	4.6025384000159904e-5	Oligodendrocytes	Dgcr6
1.5710790001592563e-9	-0.15863748766651203	0.889	0.508	4.8788287270945544e-5	Oligodendrocytes	Tmem165
2.076950146821773e-9	-0.39323909289990344	0.987	0.78	6.449760985940334e-5	Oligodendrocytes	Atp5c1
2.207459862235626e-9	-0.7836361519859761	0.518	0.296	6.855045856186513e-5	Oligodendrocytes	Cnrip1
2.2216362677141215e-9	-1.5731252465425527	0.527	0.429	6.899069265759433e-5	Oligodendrocytes	Plxnb1
2.313605694027266e-9	-0.7827423747170588	0.579	0.325	7.184671122232272e-5	Oligodendrocytes	Mgat2
2.5146694653393897e-9	-0.4572730739661136	0.778	0.427	7.80905455766494e-5	Oligodendrocytes	Iscu
2.5595348962506265e-9	-0.6307255057672148	0.657	0.363	7.948379666816695e-5	Oligodendrocytes	Raf1
2.6201510883265226e-9	-0.7802483207703343	0.504	0.288	8.136617189689183e-5	Oligodendrocytes	Gmps
2.829724029827579e-9	-0.6549861816223636	0.62	0.348	8.787425002226565e-5	Oligodendrocytes	Fam193a
2.9088492870231303e-9	-0.5851619471719844	0.638	0.357	9.033140575921629e-5	Oligodendrocytes	Kcmf1
2.946088066863115e-9	-0.19104911485570775	0.947	0.595	9.148781882836717e-5	Oligodendrocytes	S100a13
2.975786189647283e-9	-0.39710484367066357	0.778	0.427	9.241006433330673e-5	Oligodendrocytes	Mrpl17
3.0034861103937985e-9	-0.5954436657964897	0.616	0.348	9.327025767216902e-5	Oligodendrocytes	Sap30l
3.2082881358654927e-9	-0.22687648339163036	0.928	0.551	9.963017977116701e-5	Oligodendrocytes	Sox8
3.43104042115482e-9	-0.7985122318715119	0.669	0.366	1.0654752923854178e-4	Oligodendrocytes	Tmem109
3.5573494735182906e-9	-0.9692638584130359	0.578	0.323	1.10469930550637e-4	Oligodendrocytes	Il6st
3.775000685322206e-9	-0.29396476613528033	0.857	0.471	1.172288712819958e-4	Oligodendrocytes	Txndc9
3.897158998771709e-9	-0.11042869796164545	0.97	0.603	1.2102237554785665e-4	Oligodendrocytes	Npm1
4.548562591536913e-9	-0.6042936645256294	0.594	0.34	1.412510627175873e-4	Oligodendrocytes	Impact
5.143193094474411e-9	-0.8084791032090604	0.503	0.291	1.5971671835580836e-4	Oligodendrocytes	Ubr1
6.04360646093021e-9	-0.4885576919088751	0.796	0.443	1.8767815503772673e-4	Oligodendrocytes	Irf2bp2
6.3140768756482015e-9	-0.35964864923051376	0.891	0.479	1.9607734329637924e-4	Oligodendrocytes	Sec61b
6.4008726440488884e-9	-0.21710361957622254	0.86	0.484	1.9877269908829417e-4	Oligodendrocytes	Clptm1
6.8671989386843265e-9	-0.6976105856053914	0.576	0.325	2.1325399584190308e-4	Oligodendrocytes	Lin7c
7.172701093735896e-9	-0.6670505189481116	0.637	0.354	2.2274105976487451e-4	Oligodendrocytes	Ak2
7.502613100659634e-9	-0.42818422724265637	0.991	0.795	2.3298614722788426e-4	Oligodendrocytes	Gng5
9.046725380533658e-9	-0.32379104102584405	0.861	0.475	2.809370099670922e-4	Oligodendrocytes	Nmt1
9.323201125959066e-9	-0.7176948623835787	0.539	0.308	2.8952268776553285e-4	Oligodendrocytes	Med7
9.586146824177802e-9	-0.2900452102328437	0.992	0.889	2.976882034780175e-4	Oligodendrocytes	Hspa5
9.5896619971519e-9	-0.5763833609106725	0.683	0.38	2.977973636595551e-4	Oligodendrocytes	Cnot3
9.605738926742191e-9	-0.1510776115872794	0.916	0.536	2.98296616631052e-4	Oligodendrocytes	Ndufa10
9.706950031723554e-9	-1.337909964468914	0.597	0.46	3.0143962628514324e-4	Oligodendrocytes	Tusc3
1.199387012965171e-8	-1.4616889360493674	0.552	0.44	3.724576430062042e-4	Oligodendrocytes	Stt3b
1.2300850806329721e-8	-0.7876105540831245	0.509	0.293	3.8199062093976317e-4	Oligodendrocytes	Ap3d1
1.3671908925411985e-8	-0.6497328056385132	0.961	0.678	4.245674597697438e-4	Oligodendrocytes	Hepacam
1.497840102280043e-8	-0.6960209199481419	0.589	0.333	4.651392653620445e-4	Oligodendrocytes	Tor1a
1.51169796557379e-8	-0.44410026264638713	0.783	0.431	4.6944268622928475e-4	Oligodendrocytes	Slc25a11
1.6777964569984526e-8	-0.44233037606027104	0.754	0.42	5.210229117562995e-4	Oligodendrocytes	Derl2
1.8949295455749434e-8	-0.1836581113387503	0.893	0.52	5.884514210828429e-4	Oligodendrocytes	Dcaf8
1.900928165395986e-8	-0.45448693980291355	0.974	0.722	5.903142324820695e-4	Oligodendrocytes	Ndufa11
1.9994566116264413e-8	-1.1507274908887901	0.573	0.326	6.209112561744751e-4	Oligodendrocytes	Oaz2
2.140144027045547e-8	-0.730595436117194	0.589	0.336	6.646003261587242e-4	Oligodendrocytes	Gpr107
2.381177914357313e-8	-0.35714830968903694	0.802	0.449	7.3945098952452e-4	Oligodendrocytes	Tex261
3.0375629679884334e-8	-0.7877517688528815	0.545	0.314	9.432848040791281e-4	Oligodendrocytes	Timm44
3.38034033179425e-8	-0.7215155946729959	0.655	0.366	0.0010497308866353864	Oligodendrocytes	Grn
3.500416755493466e-8	-0.2421885956721886	0.866	0.505	0.0010870194192509409	Oligodendrocytes	Tmx3
4.146374348505201e-8	-0.5603895238917667	0.705	0.391	0.0012876150901848051	Oligodendrocytes	Acat1
4.35526991833279e-8	-0.713129189671438	0.618	0.351	0.0013524855204390645	Oligodendrocytes	Ino80d
4.494832372602128e-8	-0.5897224832171251	0.674	0.378	0.001395825244987865	Oligodendrocytes	Larp4
4.610016468955302e-8	-0.9740527824216862	0.772	0.548	0.0014315945142693795	Oligodendrocytes	Tnrc6c
4.825985279653107e-8	-0.6982569488035133	0.642	0.357	0.001498661468743476	Oligodendrocytes	Mtpn
6.434972035995467e-8	-0.4609216835864789	0.955	0.721	0.001998316216058032	Oligodendrocytes	Nktr
6.478721693495805e-8	-0.6635412684881214	0.629	0.354	0.0020119022346981874	Oligodendrocytes	Mrpl32
6.528614906389355e-8	-0.4400246742863089	0.75	0.427	0.0020273960730301504	Oligodendrocytes	Ankrd17
7.24956990387201e-8	-0.2821369528158275	0.999	0.943	0.002251281437948414	Oligodendrocytes	Rsrp1
7.252670069145716e-8	-0.4412408732231947	0.776	0.431	0.0022522441632725106	Oligodendrocytes	Tm2d1
7.72218305651597e-8	-0.33907520145358927	0.825	0.462	0.0023980467263704694	Oligodendrocytes	Derl1
7.739604990594492e-8	-0.8158219367330809	0.527	0.304	0.0024034569337792132	Oligodendrocytes	Dnajc15
9.050450619240599e-8	-0.28691586002127667	0.847	0.478	0.0028105269352989757	Oligodendrocytes	Yipf5
1.056521384293876e-7	-1.577685327000445	0.554	0.434	0.0032809215067862024	Oligodendrocytes	Pigs
1.0611551552452482e-7	-0.6835352875257573	0.734	0.411	0.003295311219098594	Oligodendrocytes	Mxi1
1.2368498455916134e-7	-0.8037474050033688	0.544	0.316	0.0038409135105001964	Oligodendrocytes	Nop56
1.259539413899377e-7	-0.6015539404458087	0.623	0.357	0.003911373695923125	Oligodendrocytes	Ccnh
1.2616226104118016e-7	-1.0094647603955156	0.861	0.579	0.003917842854372809	Oligodendrocytes	Txn1
1.4485964155086974e-7	-0.42050267787527157	0.792	0.443	0.004498471308720709	Oligodendrocytes	Thoc7
1.5554767101390596e-7	-0.24001802483641382	0.866	0.496	0.0048303773756658355	Oligodendrocytes	Mrpl51
1.558046936985141e-7	-0.2284740005499552	0.857	0.51	0.004838358958113657	Oligodendrocytes	Vgll4
1.5594492486597152e-7	-0.3464157862798793	0.817	0.457	0.004842713696787879	Oligodendrocytes	Psmd12
1.6060994065598017e-7	-0.4080822663219225	0.682	0.406	0.004987581097130808	Oligodendrocytes	Nacc2
1.9066757811804775e-7	-1.31090303496363	0.571	0.445	0.005920990970877855	Oligodendrocytes	Ptprs
2.0860322946739486e-7	-0.5185515500607389	0.768	0.423	0.00647796468788048	Oligodendrocytes	Pam16
2.1920012429360428e-7	-0.9718150384155766	0.689	0.524	0.006807040659813588	Oligodendrocytes	Eif2s3y
2.284915554632671e-7	-1.1234538034412698	0.573	0.327	0.007095576763356297	Oligodendrocytes	Foxp1
2.4104699600923606e-7	-1.3264511692873349	0.697	0.501	0.007485473414070817	Oligodendrocytes	Paqr8
2.5950060395735447e-7	-0.8080584494466536	0.657	0.368	0.008058531755291686	Oligodendrocytes	Maged1
2.8251799261953656e-7	-1.4504064692464085	0.573	0.442	0.008773313742807088	Oligodendrocytes	Gtpbp2
2.864032908687334e-7	-0.9898410637743956	0.777	0.547	0.0088939677946376465	Oligodendrocytes	BC005561
2.8717350982551076e-7	-0.10094341288436909	0.961	0.577	0.008917886174121412	Oligodendrocytes	Ssr4
2.908785768255764e-7	-0.5262260885511751	0.935	0.702	0.009032943324741449	Oligodendrocytes	Atrx
3.155781400417836e-7	-0.7994989053515714	0.584	0.337	0.009799963560857548	Oligodendrocytes	Sp3
3.3854856873591315e-7	-0.5383501056782924	0.714	0.404	0.010513287253525046	Oligodendrocytes	Ndufs1
4.404559995914779e-7	-0.23839994210003967	0.882	0.511	0.013677920611313756	Oligodendrocytes	Prkcsh
4.4693996011204315e-7	-0.6276130030599241	0.7	0.393	0.013879273521319388	Oligodendrocytes	Arpc4
4.499503166027716e-7	-1.4329585986224016	0.552	0.319	0.01397275713178247	Oligodendrocytes	Col9a3
4.499840199004078e-7	-0.21788419625549935	0.887	0.518	0.013973803753987263	Oligodendrocytes	Eif4g1
5.515511813257512e-7	-0.8097040337072398	0.518	0.307	0.017127870384889877	Oligodendrocytes	Irak1
6.005742779934701e-7	-0.787529289943726	0.559	0.325	0.018650233628809222	Oligodendrocytes	Sirt7
6.072123588616696e-7	-0.55660279176195	0.745	0.417	0.018856372592090286	Oligodendrocytes	Crebbp
6.969742166146068e-7	-0.8034586533039573	0.503	0.299	0.02164383732275	Oligodendrocytes	Gmpr2
7.029526812206402e-7	-0.4884058462696874	0.761	0.429	0.02182949256262576	Oligodendrocytes	Ggnbp2
7.40174276053401e-7	-0.7825542892671532	0.536	0.315	0.022985371968562315	Oligodendrocytes	Mettl26
8.798970574389646e-7	-0.40276384956251277	0.969	0.739	0.027324323221709607	Oligodendrocytes	Rbm25
9.103337101505848e-7	-0.5126516538933616	0.928	0.66	0.02826950303501626	Oligodendrocytes	Zranb2
9.117913401014765e-7	-0.7851227606827432	0.573	0.333	0.02831476827551125	Oligodendrocytes	Arhgap17
9.830512969916546e-7	-0.6689744224578567	0.656	0.372	0.030527674976778843	Oligodendrocytes	Alg5
9.93324986337927e-7	-0.4650714163497483	0.783	0.441	0.030846714125737987	Oligodendrocytes	Cnih4
1.0253554717665973e-6	-0.2046687021148371	0.879	0.535	0.031841388820239916	Oligodendrocytes	Npepps
1.0757487113726516e-6	-0.24052402757219582	0.997	0.881	0.03340630048296633	Oligodendrocytes	Tmed10
1.155795729147265e-6	-0.16720246630098506	0.928	0.556	0.03589208057293917	Oligodendrocytes	Yipf3
1.438194967686234e-6	-1.019644618131129	0.744	0.535	0.04466170652652831	Oligodendrocytes	Amer2
1.5375497149922998e-6	-0.428539977928403	0.83	0.472	0.047747068849370876	Oligodendrocytes	Bicd2
1.637557096121122e-6	-0.27256724083828265	0.917	0.545	0.05085269806294532	Oligodendrocytes	Specc1
1.6893098752269506e-6	-0.5674173698307745	0.711	0.413	0.05245982886529772	Oligodendrocytes	Emsy
1.7607387060690384e-6	-0.20825719360804099	0.92	0.538	0.05467797977826792	Oligodendrocytes	Drap1
1.84975164409366e-6	-0.5927172142197017	0.977	0.72	0.05744218755568452	Oligodendrocytes	Pmm1
1.935602444055626e-6	-0.8191657595990618	0.558	0.328	0.06010819829770341	Oligodendrocytes	Rspry1
2.0244736259883873e-6	-0.7981506739481503	0.594	0.345	0.06286800398144338	Oligodendrocytes	Rbbp7
2.0882454900844287e-6	-0.20788250964771607	0.914	0.541	0.06484837544908185	Oligodendrocytes	Ndufv3
2.122910499793206e-6	-0.6839160864701564	0.616	0.36	0.06592486266057822	Oligodendrocytes	Zfp871
2.2646391070636253e-6	-0.28799119155117303	0.993	0.859	0.07032610283075381	Oligodendrocytes	Aldoa
2.308100163407531e-6	-0.5868034556239324	0.899	0.627	0.07167574247445747	Oligodendrocytes	Dhx36
2.3633178444775777e-6	-0.624408647476481	0.632	0.37	0.0733904723424067	Oligodendrocytes	Sppl2a
2.6760934929139653e-6	-1.027353190085077	0.755	0.516	0.08310340732895027	Oligodendrocytes	Dhrs7
2.8512709920921012e-6	-0.8498021759994828	0.553	0.324	0.0885433693884281	Oligodendrocytes	Rnf115
2.8896273212789044e-6	-0.4049991867976478	0.782	0.45	0.0897344868349951	Oligodendrocytes	Pdia4
2.8984654979008496e-6	-0.745687763226728	0.851	0.566	0.09000894757181298	Oligodendrocytes	Ddost
2.9138322362625235e-6	-1.2722909539232907	0.588	0.448	0.0904861462648964	Oligodendrocytes	Zfp397
3.2811481141495937e-6	-0.5395892683157433	0.722	0.407	0.10189277353680148	Oligodendrocytes	Mrps16
3.441374707372575e-6	-1.0451036163442693	0.741	0.516	0.10686845016274794	Oligodendrocytes	Srsf1
3.4872639030874927e-6	-0.9902019477979025	0.739	0.508	0.108293493246479	Oligodendrocytes	Mob4
3.5310833046521827e-6	-0.7690549575214991	0.836	0.569	0.10965426094266888	Oligodendrocytes	Srek1
3.6029423124023275e-6	-0.3467506424721405	0.855	0.484	0.11188577056934187	Oligodendrocytes	Ndufa1
3.933715087027056e-6	-0.7046943550727806	0.6	0.353	0.1221575883125382	Oligodendrocytes	Mpdu1
4.004075769052172e-6	-1.1021631627000776	0.653	0.48	0.12434256893214615	Oligodendrocytes	Mrps5
4.016334563664148e-6	-1.0153481067377867	0.669	0.49	0.12472325354002645	Oligodendrocytes	Casc4
4.211935138077513e-6	-0.6293953782007069	0.75	0.426	0.1307974337778591	Oligodendrocytes	Zfyve21
4.375789378040673e-6	-0.6523810732862818	0.666	0.386	0.13588576334567506	Oligodendrocytes	Wwc2
4.525014417804121e-6	-1.0744418306935126	0.733	0.516	0.1405197977304892	Oligodendrocytes	Fut8
4.598225678274558e-6	-0.7573839797382752	0.594	0.347	0.1427933002131381	Oligodendrocytes	Rbm6
4.780207887517269e-6	-0.8072282707270741	0.559	0.331	0.14844457573896128	Oligodendrocytes	Kansl1
4.837506286483902e-6	-0.7843574272269744	0.562	0.334	0.1502239202204711	Oligodendrocytes	Hivep3
5.068244894216756e-6	-0.32691246651005135	0.971	0.654	0.15738927694500715	Oligodendrocytes	Kcnj10
5.735496711597116e-6	-0.7430482027383242	0.79	0.449	0.17811011488193684	Oligodendrocytes	Lims1
5.907750833033651e-6	-0.33946317284740246	0.85	0.492	0.183459294369027	Oligodendrocytes	Aph1a
6.0602191153082455e-6	-0.8318338277192228	0.599	0.351	0.18819404440678225	Oligodendrocytes	Ip6k1
6.112155068309528e-6	-1.0355610219834819	0.65	0.373	0.18980686349128406	Oligodendrocytes	Them4
6.189706260718549e-6	-0.6888191643931512	0.674	0.39	0.1922151382203538	Oligodendrocytes	Hip1
6.357285693661716e-6	-0.12618556168362782	0.94	0.609	0.19741914993097093	Oligodendrocytes	Tpr
7.274292525874462e-6	-0.8252326398854407	0.552	0.327	0.22589588009850556	Oligodendrocytes	Zcchc9
7.6138043567932455e-6	-0.8793043891209202	0.793	0.55	0.23643908049585743	Oligodendrocytes	Elovl5
8.340825436597705e-6	-0.6816608333168053	0.608	0.36	0.25901599310810514	Oligodendrocytes	Zfp260
8.425845331451974e-6	-0.3439872730060667	0.981	0.76	0.2616562009229096	Oligodendrocytes	Nisch
8.49009188045682e-6	-0.6002606888976199	0.907	0.614	0.2636513132557061	Oligodendrocytes	Ergic3
8.51934492104935e-6	-0.8531519003700867	0.536	0.32	0.2645597371782665	Oligodendrocytes	Slc33a1
8.888635695401851e-6	-0.7478044272098919	0.836	0.572	0.2760276928850091	Oligodendrocytes	Zfp644
9.480614190197303e-6	-1.343508453178718	0.542	0.427	0.29441099306238705	Oligodendrocytes	Nrip1
9.488988110465037e-6	-0.7009451190479741	0.635	0.373	0.29467103678238127	Oligodendrocytes	R3hdm2
9.685531744024665e-6	-0.6859106892594828	0.636	0.375	0.3007745027789419	Oligodendrocytes	Setd2
1.1202150871923814e-5	-0.8326623298414296	0.537	0.321	0.3478715931767221	Oligodendrocytes	Lonp2
1.1510335036184293e-5	-0.7255810219729559	0.886	0.578	0.35744194421366704	Oligodendrocytes	Rheb
1.2795766094011705e-5	-0.3658199062655132	0.987	0.765	0.39735972028343947	Oligodendrocytes	Uqcrb
1.4156221375592579e-5	-0.37785661025980977	0.968	0.697	0.4396072985976519	Oligodendrocytes	Tmed9
1.4167478792165537e-5	-0.6942098664308998	0.826	0.639	0.4399568864119086	Oligodendrocytes	Kcnq1ot1
1.524679052926052e-5	-0.722792935676235	0.674	0.386	0.47347383309565616	Oligodendrocytes	Srsf7
1.609787020346271e-5	-0.8115823722820152	0.531	0.32	0.49990326129833096	Oligodendrocytes	Dpp8
1.7043511850762498e-5	-0.8064619126412645	0.582	0.344	0.5292692170135787	Oligodendrocytes	Sfswap
1.7138146806038427e-5	-0.23911551164289468	0.997	0.868	0.5322080109147173	Oligodendrocytes	Atp5f1
1.7975615942854097e-5	-0.5253547357075051	0.752	0.434	0.5582147774893911	Oligodendrocytes	Safb
2.0098975069700915e-5	-0.6420013258404716	0.783	0.435	0.6241535718144922	Oligodendrocytes	Tbca
2.0507021144801603e-5	-0.817546359280468	0.823	0.473	0.636825034630669	Oligodendrocytes	Mprip
2.067435431468305e-5	-0.6385601742870706	0.598	0.361	0.6420213988881674	Oligodendrocytes	Hist3h2a
2.1790624736585807e-5	-0.7190395817008908	0.841	0.611	0.6766860605699356	Oligodendrocytes	Hmgcr
2.2145334758661247e-5	-0.8257143088026435	0.548	0.331	0.6877012255954663	Oligodendrocytes	Atf7
2.2857660256658966e-5	-0.6250094314394858	0.884	0.61	0.7098217816102875	Oligodendrocytes	Acin1
2.481596348965824e-5	-0.16014778761814086	0.947	0.604	0.770634930207847	Oligodendrocytes	Cbx3
2.5454825136009917e-5	-0.9929005969947017	0.504	0.302	0.790474139773652	Oligodendrocytes	Nadk2
2.5658181895887205e-5	-0.5579871646286125	0.724	0.42	0.7967891805948812	Oligodendrocytes	Wbp4
2.5784170195680072e-5	-0.12641181862961692	0.974	0.623	0.8007016212566489	Oligodendrocytes	Sec61g
2.602886046339645e-5	-2.3881234341692372	0.718	0.487	0.8083002328303134	Oligodendrocytes	Fyn
2.7050342250496376e-5	-0.9129198325583113	0.531	0.321	0.8400213282469144	Oligodendrocytes	Tssc4
2.7722018300096796e-5	-0.5831411630520253	0.729	0.425	0.8608795562912059	Oligodendrocytes	Rictor
2.773288492151675e-5	-0.5132769091696822	0.851	0.495	0.8612170083527811	Oligodendrocytes	Tjp1
2.7961759083351283e-5	-0.34431134357257387	0.861	0.503	0.8683244665743908	Oligodendrocytes	Sbno1
2.9486247592461577e-5	-0.9495126144224442	0.53	0.317	0.9156659327363018	Oligodendrocytes	Polr2m
2.976087134975419e-5	-0.2057635210255691	0.914	0.547	0.9241940988952666	Oligodendrocytes	Psmd11
2.994211964780411e-5	-0.8396082519452924	0.542	0.329	0.9298225835429088	Oligodendrocytes	Prpf39
3.041070884943615e-5	-0.36248701147242024	0.847	0.486	0.9443741526103903	Oligodendrocytes	Nckap1
3.102964424101938e-5	-0.8123623417193513	0.583	0.346	0.9635945722606158	Oligodendrocytes	Rdh14
3.228518824453343e-5	-1.4559957612848649	0.506	0.401	1	Oligodendrocytes	Btbd7
3.275139207845811e-5	-0.38527479053750496	0.814	0.468	1	Oligodendrocytes	Tmed3
3.371107877507938e-5	-0.11821315540050309	0.951	0.589	1	Oligodendrocytes	Tmem147
3.440480516815923e-5	-0.3830665002160343	0.957	0.706	1	Oligodendrocytes	Gsk3b
3.5672920241391186e-5	-0.6082432341108741	0.712	0.415	1	Oligodendrocytes	Rchy1
