gene_id	gene_name	GSM9304310_mESC_E14_ctrl_A_d4	GSM9304311_mESC_E14_ctrl_B_d4	GSM9396007_MEF_3T3_mock_A_4hpi	GSM9396008_MEF_3T3_mock_B_4hpi	GSM9396009_MEF_3T3_mock_C_4hpi
ENSMUSG00000061684.6	Rpl21-ps8	3.267828	0.463397	10.171176	1.007483	0.518255
ENSMUSG00000061689.15	Dlgap4	24.026	25.31134	75.544165	76.195334	76.112535
ENSMUSG00000061701.11	Fbxw20	0	0	0	0	0
ENSMUSG00000061702.10	Tmem91	1.672844	1.779881	0.688467	0.164788	0.327171
ENSMUSG00000061707.5	Gm4871	0	0	0	0.196241	0
ENSMUSG00000061718.12	Ppp1r1b	0.626976	1.080009	0.45208	0.317173	0.150828
ENSMUSG00000061723.18	Tnnt3	0	1.187825	0.180974	0.107407	0.294015
ENSMUSG00000061724.5	Gm2423	0	0	0	0.648043	0
ENSMUSG00000061728.5	Btnl7-ps	15.095263	13.147378	0	0	0.09212
ENSMUSG00000061731.9	Ext1	24.399211	22.947688	100.75583	131.583572	87.689169
ENSMUSG00000061740.8	Cyp2d22	1.327992	1.66398	6.835716	4.523424	6.385841
ENSMUSG00000061742.12	Slc22a12	0	0	0	0	0.035507
ENSMUSG00000061751.16	Kalrn	9.286695	6.755055	9.097035	10.650036	13.106864
ENSMUSG00000061755.10	Bod1l	12.807698	16.230017	9.481237	9.990194	10.588246
ENSMUSG00000061758.13	Akr1b10	17.874246	20.124397	8.826888	9.216096	10.724699
ENSMUSG00000061759.15	Armt1	35.603897	39.037702	19.014074	19.461819	16.919097
ENSMUSG00000061762.12	Tac1	0	0	0	0	0
ENSMUSG00000061769.2	Klra6	0	0	0	0	0
ENSMUSG00000061778.10	Mospd2	17.48324	19.815634	31.48231	31.804658	35.219546
ENSMUSG00000061780.6	Cfd	0	0	0	0	0
ENSMUSG00000061787.15	Rps17	3728.329703	3255.802538	1904.46558	1829.769006	1778.439806
ENSMUSG00000061798.2	Olfr1204	0	0	0	0	0
ENSMUSG00000061802.6	Armc4	0.080894	0	0	0	0
ENSMUSG00000061808.4	Ttr	0.100501	0	0	0.066941	0.219786
ENSMUSG00000061809.8	Tbpl2	0	0	0	0	0
ENSMUSG00000061815.11	Rufy4	0.196857	0.176151	0	0.028952	0.019125
ENSMUSG00000061816.15	Myl1	0.273155	0	0	0	0
ENSMUSG00000061825.10	Ces2c	0	0	0	0	0
ENSMUSG00000061829.4	Vmn1r214	0	0.129835	0	0	0
ENSMUSG00000061833.6	Gm6311	0.10969	0	33.183936	1.497698	0.972482
ENSMUSG00000061838.7	Suclg2	88.983796	85.380055	69.037667	58.47794	56.484445
ENSMUSG00000061843.5	Vmn1r-ps32	0.075228	0.092148	0	0	0
ENSMUSG00000061845.3	Defa35	0	0	0	0	0
ENSMUSG00000061847.2	Defb39	0	0	0	0	0
ENSMUSG00000061848.5	Gm5805	1.510009	0.859614	0.512868	0.362467	0.234443
ENSMUSG00000061852.9	Gm7582	0	2.637198	0	0	0
ENSMUSG00000061859.17	Patj	4.090378	3.535244	8.583418	7.170771	8.994272
ENSMUSG00000061863.6	Gm6822	0	0	0.362221	0	0
ENSMUSG00000061875.2	Olfr1148	0	0	0	0	0
ENSMUSG00000061877.13	BC048679	0	0	0	0	0
ENSMUSG00000061878.16	Sphk1	0.325042	1.250651	26.069576	32.262145	32.984887
ENSMUSG00000061882.12	Ccdc62	10.639284	11.853418	0.970223	0.773237	1.582302
ENSMUSG00000061887.14	Ssbp3	29.398622	34.1015	101.973032	89.76562	82.415368
ENSMUSG00000061894.15	Zscan20	2.589467	2.26333	2.54947	2.599571	2.41591
ENSMUSG00000061897.5	Gm14292	20.094411	19.610931	71.018625	62.88435	59.949816
ENSMUSG00000061898.10	Rbak	4.876339	6.312415	14.674523	10.467688	10.846941
ENSMUSG00000061904.12	Slc25a3	431.125316	442.46581	721.27375	642.925342	635.131214
ENSMUSG00000061906.5	Ugt2b38	0	0	0	0	0
ENSMUSG00000061911.15	Myt1l	0	0.096679	0	0	0
ENSMUSG00000061923.4	Odf1	0.30069	0	0	0	0.042456
ENSMUSG00000061928.6	Dsg1b	0.035423	0	0	0	0
ENSMUSG00000061937.7	Csn1s2a	0	0	0	0	0
ENSMUSG00000061947.10	Serpina10	0	0	0	0	0
ENSMUSG00000061950.17	Ppp4r1	24.539962	33.80935	82.5957	72.881922	75.595318
ENSMUSG00000061952.6	Olfr1377	0	0	0	0	0
ENSMUSG00000061958.5	Defa38	0	0	0	0	0
ENSMUSG00000061959.13	Ces1e	0	0	0	0	0.044766
ENSMUSG00000061961.3	Olfr815	0.256455	0.259693	0	0	0
ENSMUSG00000061969.8	Gm5581	0	0	0	0	0
ENSMUSG00000061972.3	Olfr99	0	0	0	0	0
ENSMUSG00000061974.2	Cldn24	0	0	0	0	0
ENSMUSG00000061977.2	Tas2r104	0	0	0	0	0
ENSMUSG00000061979.8	Rcc1l	22.623318	18.477344	17.3561	14.638875	13.638212
ENSMUSG00000061981.14	Flot2	30.670352	28.18595	26.449743	30.617099	32.241689
ENSMUSG00000061983.7	Rps12	3892.092817	3597.660326	2898.898322	2359.978378	1935.614592
ENSMUSG00000061984.6	Olfr392	0.044976	0	0	0	0
ENSMUSG00000061988.3	Rpl10a-ps2	0	0	0.091544	0.117273	0.228078
ENSMUSG00000061991.2	H2ac10	0	0	0.634407	1.104652	0
ENSMUSG00000061992.2	Gm4953	0	0	0	0	0
ENSMUSG00000062006.12	Rpl34	1566.876786	1469.794028	342.666834	365.586973	351.794326
ENSMUSG00000062007.13	Hsh2d	1.076247	0.917121	0	0	0
ENSMUSG00000062012.14	Zfp13	9.895397	10.573887	1.842155	1.300413	1.504157
ENSMUSG00000062014.13	Gmfb	43.486946	48.295447	64.239087	73.403075	66.916244
ENSMUSG00000062017.15	Abca14	0.009841	0.060236	0	0	0
ENSMUSG00000062028.8	Irgc1	0.189242	0	0	0	0
ENSMUSG00000062031.13	Pgghg	7.454724	5.415037	10.082092	9.166715	8.040949
ENSMUSG00000062036.9	4932415M13Rik	0	0	0	0	0
ENSMUSG00000062037.3	Olfr285	0	0	0	0	0
ENSMUSG00000062038.5	Gm10108	0	0	73.148022	31.443657	36.509378
ENSMUSG00000062040.14	Zfp27	2.46254	2.86702	4.202118	3.694629	3.627636
ENSMUSG00000062042.1	Olfr294	0	0	0	0	0
ENSMUSG00000062044.16	Lmtk3	4.98161	2.581392	0	0.012547	0
ENSMUSG00000062046.1	5730460C07Rik	0	0	0	0	0
ENSMUSG00000062054.7	Iah1	18.960327	17.110315	66.974954	63.773998	65.841924
ENSMUSG00000062061.3	Obp2a	0	0	0	0	0
ENSMUSG00000062064.6	Slc2a7	2.101306	0.801183	0	0	0
ENSMUSG00000062070.12	Pgk1	907.217267	816.892623	614.149812	686.762708	625.470092
ENSMUSG00000062073.6	Gm10109	0.157816	0.383357	0.051734	0	0.04387
ENSMUSG00000062074.7	Ccn6	0	0.206718	0	0	0
ENSMUSG00000062075.13	Lmnb2	35.726104	38.795057	9.850187	9.039893	7.213649
ENSMUSG00000062077.14	Trim54	0.333705	0.807236	0.06128	0	0
ENSMUSG00000062078.15	Qk	73.612813	84.527018	94.405686	84.878553	93.128915
ENSMUSG00000062081.6	Gm6055	0	1.659619	18.941968	10.378922	4.985101
ENSMUSG00000062082.16	Cd200r4	0	0	0	0.213447	0
ENSMUSG00000062083.1	Rpl13a-ps1	0.779553	0.861782	0.60917	1.081248	0.355082
ENSMUSG00000062093.5	Gm10110	4.699306	4.636404	6.219999	7.163394	6.703316
ENSMUSG00000062098.11	Btbd3	6.957472	8.982689	19.348934	21.842454	22.30072
ENSMUSG00000062101.12	Zfp119b	10.157735	10.825934	3.631193	2.507868	2.700633
ENSMUSG00000062103.5	Olfr924	0	0	0	0	0
ENSMUSG00000062105.5	Olfr183	0	0	0	0	0
ENSMUSG00000062110.14	Scfd2	11.565036	9.346052	4.86641	10.106293	7.397634
ENSMUSG00000062115.15	Rai1	4.931765	4.610151	24.572271	22.291093	23.62781
ENSMUSG00000062116.10	Zfp954	8.23272	11.334111	7.46511	7.857036	7.877958
ENSMUSG00000062121.3	Olfr149	0	0.113766	0.195004	0	0
ENSMUSG00000062124.7	Defb45	0	0	0	0	0
ENSMUSG00000062127.11	Cttnbp2nl	9.501259	8.359914	55.591886	52.269864	56.942339
ENSMUSG00000062128.8	Olfr20	0	0	0	0	0.055309
ENSMUSG00000062132.10	Arhgap33os	0.334995	0.312639	0	0	0
ENSMUSG00000062142.5	Olfr569	0	0.080315	0	0	0
ENSMUSG00000062148.6	Ear6	0	0	0	0	0
ENSMUSG00000062151.13	Unc13c	0.018744	0	0.016994	0.008824	0
ENSMUSG00000062152.4	Rpl21-ps14	0	0.148952	0.156522	0.193902	0.12418
ENSMUSG00000062154.14	Tex33	0	0	0	0	0
ENSMUSG00000062157.6	Ifnlr1	2.899899	3.237466	0	0	0
ENSMUSG00000062162.2	Mageb1	0	0	0.06566	0	0
ENSMUSG00000062165.3	Vmn1r232	0	0	0	0	0
ENSMUSG00000062168.12	Ppef1	0	0.300886	0.136831	0.179409	0.304396
ENSMUSG00000062169.13	Cnih4	60.522081	55.481378	124.349018	103.471992	103.449893
ENSMUSG00000062170.12	Fmr1nb	57.862342	61.158946	0	0	0
ENSMUSG00000062175.13	Tgif2	35.303153	39.375475	8.412278	9.6715	9.280782
ENSMUSG00000062181.14	Ces3b	0	0	0	0	0
ENSMUSG00000062184.11	Hs6st2	0.468038	0.79561	1.683855	2.513806	3.342489
ENSMUSG00000062186.2	Olfr395	0	0	0	0	0
ENSMUSG00000062190.12	Lancl2	8.337625	11.516849	13.639446	18.963319	20.352141
ENSMUSG00000062198.5	2700097O09Rik	52.351821	61.157908	5.47801	4.113382	4.024158
ENSMUSG00000062199.2	Olfr1465	0	0	0	0	0
ENSMUSG00000062200.14	Vmn2r7	0	0.015777	0	0	0
ENSMUSG00000062201.4	Prl3d3	0	0	0	0	0
ENSMUSG00000062202.14	Btbd9	19.497013	19.109885	7.976001	6.097391	6.296065
ENSMUSG00000062203.15	Gspt1	186.62884	206.388097	147.361513	166.541056	145.908011
ENSMUSG00000062204.1	Olfr1373	0	0	0	0	0
ENSMUSG00000062209.15	Erbb4	0	0	0	0	0
ENSMUSG00000062210.13	Tnfaip8	9.179398	9.815611	39.246889	49.405249	50.39488
ENSMUSG00000062224.6	4933411G06Rik	0	0	0	0	0
ENSMUSG00000062226.5	Gm10112	0	0	0	0	0
ENSMUSG00000062232.14	Rapgef2	3.647029	4.145016	9.272777	8.635994	10.060252
ENSMUSG00000062234.14	Gak	23.36002	21.888434	48.564794	44.22944	51.831892
ENSMUSG00000062235.6	Gm5341	0	0	0	0.155822	0
ENSMUSG00000062245.4	Olfr170	0	0	0	0	0
ENSMUSG00000062248.5	Cks2	496.330939	508.902812	52.901961	75.084864	75.287161
ENSMUSG00000062252.9	Lhfpl5	0.704047	0.3078	0	0	0
ENSMUSG00000062257.13	Opcml	0.021212	0	4.163419	3.846143	6.030452
ENSMUSG00000062270.14	Morf4l1	392.61252	408.837781	220.938991	257.837035	269.634667
ENSMUSG00000062272.4	Olfr1129	0.057858	0	0	0	0
ENSMUSG00000062275.7	Fbxw24	0	0	0	0	0
ENSMUSG00000062278.2	Gm11562	0	0	0	0	0
ENSMUSG00000062279.6	Gm10237	0	0	0.522496	0	0.22448
ENSMUSG00000062282.4	Gm10113	0	0	0	0	0
ENSMUSG00000062284.5	Gm6030	2.37606	0.995108	1.108335	1.15376	0.736844
ENSMUSG00000062296.8	Trank1	0.230673	0.497966	0	0	0
ENSMUSG00000062300.14	Nectin2	50.553572	48.963696	20.049027	17.143197	19.405673
ENSMUSG00000062309.8	Rpp25	38.890726	41.006872	0	0	0
ENSMUSG00000062310.7	Glrp1	0	0	0.033369	0.064644	0.128001
ENSMUSG00000062312.5	Erbb2	3.707485	2.197419	32.127205	29.989619	33.762797
ENSMUSG00000062314.3	Olfr1505	0.035979	0	0	0	0
ENSMUSG00000062319.2	Gm10115	0	0	0	0	0
ENSMUSG00000062327.10	T	0.164286	0.115792	0	0.064812	0.142641
ENSMUSG00000062328.8	Rpl17	2125.866705	2241.525877	1516.621291	1188.797416	1042.309332
ENSMUSG00000062329.4	Cytl1	0	0	0	0	0
ENSMUSG00000062342.3	Serpinb9e	0	0	0	0.041584	0
ENSMUSG00000062345.10	Serpinb2	0	0	12.2115	7.19576	1.560783
ENSMUSG00000062352.15	Itgb1bp1	22.644651	19.330034	56.397615	46.848486	51.051366
ENSMUSG00000062353.6	Gm15772	1.033361	2.16787	5.796384	2.456918	1.441822
ENSMUSG00000062365.4	Gm4968	0.595187	0	0.76128	0.699402	0.2934
ENSMUSG00000062369.2	Usp17lb	3.298339	5.011875	0	0.150773	0.165543
ENSMUSG00000062372.13	Otof	0.020357	0.095941	0.025861	0	0.009797
ENSMUSG00000062373.8	Tmem65	8.778781	10.615175	68.280714	81.496132	88.618718
ENSMUSG00000062376.7	Borcs7	3.152407	3.071489	13.44692	15.270049	15.898406
ENSMUSG00000062380.4	Tubb3	32.389715	30.541115	0.072704	0.557134	0.041057
ENSMUSG00000062382.9	Ftl1-ps1	3711.206579	3488.639923	52.087242	20.902082	14.755357
ENSMUSG00000062391.3	4932435O22Rik	0	0	0	0	0
ENSMUSG00000062393.13	Dgkk	0.166932	0.234936	0	0	0.006473
ENSMUSG00000062397.8	Zfp706	150.044153	179.493963	176.366219	232.032555	212.281607
ENSMUSG00000062400.3	Krtap6-5	0	0	0	0	0
ENSMUSG00000062410.14	Hsd3b3	0	0	0	0	0
ENSMUSG00000062421.13	Arf2	9.680345	11.587581	27.927896	35.808662	28.716278
ENSMUSG00000062426.2	Olfr304	0	0	0	0	0
ENSMUSG00000062432.4	Cyp26c1	0	0.074843	0.186375	0.2165	0.143612
ENSMUSG00000062433.3	Krtap6-2	0	0	0	0	0
ENSMUSG00000062434.2	Olfr516	0	0	0	0	0
ENSMUSG00000062438.4	Adam1b	0	0	0	0	0
ENSMUSG00000062444.15	Ap3b2	3.84089	2.761813	0.789881	0.782166	1.32699
ENSMUSG00000062456.4	Rpl9-ps6	0	0.672815	29.538568	3.554321	0.318638
ENSMUSG00000062458.5	Gm8623	0	1.766783	2.219834	0.282885	0.179459
ENSMUSG00000062461.7	Rpl27a-ps4	0.638776	0.249775	2.013409	0.790043	0.161735
ENSMUSG00000062464.6	Cyp4f37	0	0	0	0	0
ENSMUSG00000062470.10	Fbxl12os	0.413674	0.721722	2.71427	1.689881	1.896032
ENSMUSG00000062472.6	Gm4945	0.796913	0.161886	0	0.690191	0.344272
ENSMUSG00000062477.5	Hmgb1l	4.458913	3.677189	0	0	0
ENSMUSG00000062478.16	Ctrc	0	0	0	0	0
ENSMUSG00000062480.12	Acat3	0.061836	0.371138	1.576473	1.05213	0.900117
ENSMUSG00000062483.4	Vmn1r171	0	0	0	0	0
ENSMUSG00000062488.9	Ifit3b	0	0	0.276004	0.558324	0.437063
ENSMUSG00000062496.9	4930431F12Rik	0	0.168649	0	0	0
ENSMUSG00000062497.3	Olfr1411	0	0	0	0	0
ENSMUSG00000062510.12	Nsl1	20.608655	20.657289	1.926319	5.087155	2.575954
ENSMUSG00000062511.6	4930512M02Rik	0	0	0	0	0
ENSMUSG00000062515.3	Fabp4	0	0	2.869999	2.528367	3.539087
ENSMUSG00000062518.7	Zfp534	117.630027	118.985039	0.940172	0.711903	0.603232
ENSMUSG00000062519.13	Zfp398	1.696256	2.13853	5.20184	4.595018	3.688096
ENSMUSG00000062524.4	Ncr1	0	0	0	0	0
ENSMUSG00000062526.4	Mppe1	2.296569	2.866676	4.340742	5.03585	5.984768
ENSMUSG00000062527.6	Olfr1408	0	0	0	0	0
ENSMUSG00000062528.2	Tas2r109	0	0	0	0	0
ENSMUSG00000062542.11	Syt9	14.173596	10.897896	0	0	0
ENSMUSG00000062543.8	Gsdmcl1	0	0	0	0	0
ENSMUSG00000062545.4	Tlr12	0	0	0.080384	0	0
ENSMUSG00000062546.5	V1ra8	0.098591	0.084161	0	0	0
ENSMUSG00000062551.13	Prl2c1	0	0	2.66238	0.339466	0.709513
ENSMUSG00000062553.3	Olfr709-ps1	0.025778	0.062497	0	0	0
ENSMUSG00000062554.7	Gm12751	0	0	6.47259	16.699618	7.393939
ENSMUSG00000062556.3	Scgb1b2	0	0	0	0	0
ENSMUSG00000062561.3	Gm10118	0	0	0	0	0
ENSMUSG00000062563.15	Cys1	0	0	0	0	0
ENSMUSG00000062564.12	Tex28	0	0	0	0	0
ENSMUSG00000062580.9	Timm17a	132.031143	126.849814	217.960362	233.967586	219.387383
ENSMUSG00000062582.6	Rpl30-ps8	0	1.246576	0	0	0.298893
ENSMUSG00000062585.11	Cnr2	0.166374	0.297223	0	0	0
ENSMUSG00000062588.4	Gm6104	0	0	0	0	0
ENSMUSG00000062590.13	Armc9	8.222161	11.418063	20.217866	18.344872	17.57575
ENSMUSG00000062591.5	Tubb4a	1.61452	1.138476	0.083029	0.457141	0.387874
ENSMUSG00000062593.17	Gm49339	0	0	0	0	0
ENSMUSG00000062598.3	Vmn1r178	0	0	0	0	0
ENSMUSG00000062604.11	Srpk2	24.25558	36.369405	36.259174	35.365326	42.086622
ENSMUSG00000062608.5	Olfr195	0	0	0	0	0
ENSMUSG00000062609.14	Kcnj15	0	0	0.051806	0.045293	0.039039
ENSMUSG00000062611.4	Rps3a2	768.124931	725.551882	0.727714	3.085116	3.392622
ENSMUSG00000062619.6	2310039H08Rik	11.550838	7.773573	19.797862	20.515065	20.997281
ENSMUSG00000062621.3	Olfr911-ps1	0	0	0	0	0
ENSMUSG00000062624.5	Cyp2c67	0.131103	0	0	0	0
ENSMUSG00000062627.9	Mysm1	20.941276	20.409666	18.720247	21.751062	20.870915
ENSMUSG00000062629.4	Olfr114	0	0	0	0	0
ENSMUSG00000062638.11	Btnl1	0.483613	0.226747	0	0	0
ENSMUSG00000062646.12	Ganc	6.056361	3.216098	4.913496	3.068341	1.37072
ENSMUSG00000062647.16	Rpl7a	2434.133891	2335.733481	1065.310352	1150.788908	1123.661464
ENSMUSG00000062649.6	Olfr44	0	0	0	0	0
ENSMUSG00000062651.4	H2al2a	0	0	0	0	0
ENSMUSG00000062661.6	Ncs1	2.331287	2.539709	45.429563	49.486898	48.286014
ENSMUSG00000062683.11	Atp5g2	67.178203	76.252192	50.409745	39.794385	24.022154
ENSMUSG00000062687.6	Cks1brt	0.1874	0	0	0.03427	0
ENSMUSG00000062691.10	Cebpzos	119.421661	101.653678	24.803469	21.95421	23.029881
ENSMUSG00000062694.7	Cav3	0	0.106857	0	0	0
ENSMUSG00000062704.3	9430002A10Rik	0.351116	0	1.005334	2.613912	1.34875
ENSMUSG00000062705.7	Tpbpb	0	0	0	0	0
ENSMUSG00000062712.3	Olfr531	0	0	0	0	0
ENSMUSG00000062713.8	Sim2	0.049552	0	0	0	0
ENSMUSG00000062727.4	H2bc12	2.073255	0	6.051433	5.671921	3.211604
ENSMUSG00000062729.11	Ppox	11.995677	12.869918	11.753207	13.994391	10.790142
ENSMUSG00000062732.10	Lypd4	0.794809	0.685955	0	0	0
ENSMUSG00000062737.13	Prl3d2	0	0	0	0	0.197338
ENSMUSG00000062742.4	Gm5239	0.195665	1.481542	6.33487	1.455994	1.294431
ENSMUSG00000062743.9	Zfp677	2.075326	2.211534	1.407928	1.633593	1.218122
ENSMUSG00000062751.5	Prss1	0	0	0	0	0
ENSMUSG00000062753.14	AI413582	16.402873	14.52859	61.930381	57.985624	51.446317
ENSMUSG00000062757.2	Olfr1206	0	0	0	0	0
ENSMUSG00000062758.6	Gm16477	0	0.604339	0.583813	0.745585	0.281867
ENSMUSG00000062760.11	Shisal1	0.179982	0.798122	0.025284	0.351699	0.030028
ENSMUSG00000062761.7	Zfp512	28.653943	28.053318	9.678941	9.466799	8.381896
ENSMUSG00000062762.17	Ei24	137.080701	163.474971	45.223814	45.281965	47.206574
ENSMUSG00000062773.6	Tex101	1.091872	0.713418	0	0	0.042867
ENSMUSG00000062778.12	Chia1	0	0	0	0	0
ENSMUSG00000062782.4	Olfr527	0	0	0	0	0
ENSMUSG00000062785.14	Kcnc3	2.66676	3.704142	0	0	0
ENSMUSG00000062791.4	Gm382	0	0	0	0	0
ENSMUSG00000062793.6	Olfr1158	0	0	0	0	0
ENSMUSG00000062794.8	Zfp599	9.709678	7.192507	1.0254	1.317225	0.908124
ENSMUSG00000062797.14	Hikeshi	100.105231	96.34642	35.22644	32.291884	33.819052
ENSMUSG00000062814.9	Ssxa1	0	0	0	0	0
ENSMUSG00000062818.7	Vmn1r51	0	0	0	0	0
ENSMUSG00000062822.8	4833420G17Rik	24.913188	31.440402	21.989704	20.622681	24.176983
ENSMUSG00000062825.15	Actg1	947.648396	966.611966	2580.521665	2094.289315	2021.612155
ENSMUSG00000062826.7	Ces2f	0.020773	0.050871	0	0	0.00907
ENSMUSG00000062833.2	Sval3	0	0	0	0	0
ENSMUSG00000062844.6	Olfr1458	0	0	0	0	0
ENSMUSG00000062846.7	Gm14176	0	0	0.36726	0.78423	0
ENSMUSG00000062859.15	Tcp11	4.228167	3.410949	0.024465	0	0
ENSMUSG00000062861.8	Zfp28	8.346845	6.427805	15.007717	15.46755	17.159567
ENSMUSG00000062866.16	Phactr2	0.570858	0.784431	0.59197	0.313836	0.339801
ENSMUSG00000062867.13	Impdh2	361.344948	360.203889	85.715003	77.041594	81.103065
ENSMUSG00000062868.4	Olfr830	0	0	0	0	0
ENSMUSG00000062873.7	Olfr1355	0	0	0	0	0
ENSMUSG00000062874.6	Gm4978	0	0.836657	0	0	0.107863
ENSMUSG00000062878.3	Olfr298	0	0	0	0	0
ENSMUSG00000062892.4	Olfr1450	0	0	0	0	0
ENSMUSG00000062896.3	Rpl31-ps11	1.047625	2.377782	2.684236	1.552821	0.953849
ENSMUSG00000062901.3	Klhl24	43.614163	44.72998	31.291553	33.500848	52.727707
ENSMUSG00000062905.2	Vmn1r32	0.169322	0.109037	0	0	0
ENSMUSG00000062906.12	Hdac10	1.891112	1.56397	6.214399	5.177617	5.382432
ENSMUSG00000062908.12	Acadm	77.876568	73.177211	48.026446	36.370885	34.185607
ENSMUSG00000062914.3	Olfr777	0	0	0	0	0
ENSMUSG00000062929.8	Cfl2	43.919416	40.458	132.687992	149.721034	133.151461
ENSMUSG00000062931.15	Zfp938	9.593477	12.22485	7.790867	5.339258	4.188791
ENSMUSG00000062933.7	Gm10123	1659.442914	1365.291907	1517.380989	1444.117331	1423.526645
ENSMUSG00000062937.7	Mtap	36.346424	34.761106	321.851869	339.881807	417.487445
ENSMUSG00000062939.11	Stat4	8.679939	8.570623	0	0	0
ENSMUSG00000062944.4	9130023H24Rik	0.870729	0.934135	2.368947	3.114431	1.92135
ENSMUSG00000062949.13	Atp11c	6.043292	7.070873	11.713343	15.125757	14.809951
ENSMUSG00000062952.1	Tas2r110	0	0	0	0	0
ENSMUSG00000062960.10	Kdr	0.330913	0.493654	0.120944	0.095568	0.056019
ENSMUSG00000062961.7	Ccdc177	0.008734	0.010807	0.018348	0.037004	0.040694
ENSMUSG00000062962.5	Gm6378	0.622656	0	1.087994	0	0
ENSMUSG00000062963.10	Ufc1	52.198883	40.464575	75.576018	76.963008	74.821798
ENSMUSG00000062980.15	Cped1	0.538445	0.19769	63.026338	63.654148	70.006336
ENSMUSG00000062981.5	Mrpl42	251.112708	257.093635	70.346352	64.967847	57.960931
ENSMUSG00000062987.6	Olfr715b	0	0	0	0.020541	0
ENSMUSG00000062991.9	Nrg1	2.595101	1.534475	33.775373	27.039442	24.74799
ENSMUSG00000062995.12	Ica1	3.383859	4.052999	1.610097	0.62598	0.912534
ENSMUSG00000062997.6	Rpl35	900.990179	938.659101	674.899466	806.735246	728.511183
ENSMUSG00000063001.10	Gm9701	0.191571	0	0.275212	0.787039	0.168249
ENSMUSG00000063011.7	Msln	1.730707	1.865933	0.293126	0.68264	0.095428
ENSMUSG00000063015.12	Ccni	130.964951	122.749668	145.535666	166.730313	170.354833
ENSMUSG00000063018.6	2010204K13Rik	80.940693	83.470815	4.60843	5.928075	6.735173
ENSMUSG00000063019.5	Manbal	28.956646	32.773083	30.589897	32.842479	30.207177
ENSMUSG00000063020.2	Olfr194	0	0	0	0	0
ENSMUSG00000063021.3	H2ac15	0	0.542682	1.106051	0	0.604614
ENSMUSG00000063047.9	Zfp780b	4.350612	4.620654	5.548273	5.942665	5.785054
ENSMUSG00000063049.4	Ing2	11.070209	10.859942	15.450278	16.754582	12.004468
ENSMUSG00000063052.9	Lrrc40	52.676555	54.803055	19.58592	21.627357	20.948713
ENSMUSG00000063058.2	Prr23a2	1.615985	1.220294	0	0	0
ENSMUSG00000063060.6	Sox7	0.504072	0.135454	0	0	0
ENSMUSG00000063063.12	Ctnna2	0.043088	0.198537	0	0	0
ENSMUSG00000063065.13	Mapk3	78.636878	71.198842	112.160738	110.767159	101.482821
ENSMUSG00000063077.15	Kif1b	13.260035	16.651296	22.281159	27.879645	28.681743
ENSMUSG00000063087.15	Gm10125	0.159146	0.076235	1.920393	2.682413	2.827806
ENSMUSG00000063089.4	Klk1b8	0	0	0	0	0
ENSMUSG00000063106.6	Olfr1510	0	0	0	0	0
ENSMUSG00000063108.15	Zfp26	11.217356	13.102386	10.358041	9.317755	11.480487
ENSMUSG00000063109.13	Dgkeos	1.103813	0.544205	0	0	0.048576
ENSMUSG00000063116.4	Olfr410	0	0	0	0	0
ENSMUSG00000063120.5	Olfr480	0	0	0	0	0
ENSMUSG00000063129.1	Aldoart2	0.319142	0.250275	0.062216	0.039265	0
ENSMUSG00000063130.4	Calml3	0	0	0	0	0
ENSMUSG00000063133.2	Klk1b1	0	0	0	0	0
ENSMUSG00000063137.5	Olfr177	0	0	0	0	0
ENSMUSG00000063142.15	Kcnma1	0	0.040813	0	0.012039	0.051148
ENSMUSG00000063145.10	Bbs5	12.110225	11.434109	13.422158	13.456032	15.69835
ENSMUSG00000063146.11	Clip2	2.472247	2.770241	24.835595	27.619593	25.923634
ENSMUSG00000063157.9	Csn2	0	0	0	0	0
ENSMUSG00000063160.12	Numbl	12.608444	14.292596	62.165985	69.28248	70.491258
ENSMUSG00000063163.13	Speer2	0	0	0	0	0
ENSMUSG00000063166.4	Gm5449	0	0	0.250486	0.298469	0
ENSMUSG00000063171.4	Rps4l	478.166969	501.866157	0	0	0.047818
ENSMUSG00000063172.13	Hspb11	16.113829	20.336299	31.355425	31.844881	30.491202
ENSMUSG00000063173.2	Olfr811	0	0	0	0	0
ENSMUSG00000063176.2	Olfr955	0	0	0	0	0
ENSMUSG00000063177.6	Klk1b27	0	0	0	0	0
ENSMUSG00000063179.13	Pstk	48.469306	55.476034	12.941736	12.082665	14.823193
ENSMUSG00000063188.4	Olfr107	0.048051	0.058181	0	0	0
ENSMUSG00000063193.9	Cd300lb	0	0	21.038809	24.663312	29.392383
ENSMUSG00000063200.4	Nol7	160.408525	158.169531	29.885268	31.057201	26.440161
ENSMUSG00000063206.4	Defa34	0	0	0	0	0
ENSMUSG00000063216.3	Olfr1351	0	0	0	0	0
ENSMUSG00000063221.6	Olfr930	0	0	0	0	0
ENSMUSG00000063225.1	Olfr917	0	0	0	0	0
ENSMUSG00000063229.15	Ldha	1125.246924	1107.113012	786.811932	770.94963	699.5221
ENSMUSG00000063230.5	Olfr535	0	0	0	0	0
ENSMUSG00000063232.16	Serpina11	0	0	0	0.127045	0
ENSMUSG00000063234.5	Gpr84	0.089409	0	0.404929	0.158927	0.129984
ENSMUSG00000063235.16	Ptpmt1	10.730478	10.28928	24.060442	31.963443	31.605558
ENSMUSG00000063236.6	1110038F14Rik	28.830441	41.411023	20.134404	27.421897	23.409476
